timestamp_utc	timestamp_local	scene	event	mode	candidate_index	selected_index	position	depth	details
2026-06-10T06:22:43.9849774Z	2026-06-10T15:22:43.9849774+09:00	MoveNavScene	session_start	Overview			0.5000	0.5000	navigation=MoveDistance; log_path=C:/Users/jiny1/AppData/LocalLow/DefaultCompany/GCT555_Client\UserEventLogs\user_events_20260610_152243_982.tsv
2026-06-10T06:22:43.9920673Z	2026-06-10T15:22:43.9920673+09:00	MoveNavScene	pose_tracking_lost	Overview			0.5000	0.5000	position=0.5000; depth=0.5000
2026-06-10T06:22:57.4759395Z	2026-06-10T15:22:57.4759395+09:00	MoveNavScene	pose_tracking_restored	Overview			0.5000	0.5000	position=0.5000; depth=0.5000
2026-06-10T06:22:57.4784488Z	2026-06-10T15:22:57.4784488+09:00	MoveNavScene	mode_changed	Browsing			0.4992	0.4957	from=Overview; to=Browsing; reason=pose_restored; 
2026-06-10T06:22:57.4794547Z	2026-06-10T15:22:57.4794547+09:00	MoveNavScene	candidate_changed	Browsing	4		0.4992	0.4957	from=; to=4; reason=pose_restored; artifact_index=4; artifact_id=12; title=청자 상감 국화문 잔; 
2026-06-10T06:23:00.0618161Z	2026-06-10T15:23:00.0618161+09:00	MoveNavScene	candidate_changed	Browsing	5		0.5834	0.4333	from=4; to=5; reason=move_position; artifact_index=5; artifact_id=8; title=청자 상감 동화 포도 동자 무늬 조롱박 모양 주전자; 
2026-06-10T06:23:02.4850953Z	2026-06-10T15:23:02.4850953+09:00	MoveNavScene	touch_started	Browsing	5		0.7171	0.6210	left(x=0.793, y=0.681, rawX=0.793, rawY=0.681, visibility=0.990, touching=False) right(x=0.626, y=0.873, rawX=0.626, rawY=0.873, visibility=1.000, touching=True) touchX=0.626, section=Center, touchLine=0.850, threshold=0.870
2026-06-10T06:23:02.4855993Z	2026-06-10T15:23:02.4855993+09:00	MoveNavScene	selection_confirmed	Browsing	5	5	0.7171	0.6210	artifact_index=5; artifact_id=8; title=청자 상감 동화 포도 동자 무늬 조롱박 모양 주전자; navigation=move
2026-06-10T06:23:02.4855993Z	2026-06-10T15:23:02.4855993+09:00	MoveNavScene	mode_changed	TouchConfirmed	5	5	0.7171	0.6210	from=Browsing; to=TouchConfirmed; reason=move_touch_confirmed; artifact_index=5; artifact_id=8; title=청자 상감 동화 포도 동자 무늬 조롱박 모양 주전자
2026-06-10T06:23:02.9348744Z	2026-06-10T15:23:02.9348744+09:00	MoveNavScene	mode_changed	Detail	5	5	0.7273	0.6255	from=TouchConfirmed; to=Detail; reason=touch_confirmation_complete; artifact_index=5; artifact_id=8; title=청자 상감 동화 포도 동자 무늬 조롱박 모양 주전자
2026-06-10T06:23:02.9358806Z	2026-06-10T15:23:02.9358806+09:00	MoveNavScene	detail_entered	Detail	5	5	0.7273	0.6255	artifact_index=5; artifact_id=8; title=청자 상감 동화 포도 동자 무늬 조롱박 모양 주전자; navigation=move
2026-06-10T06:23:03.6387136Z	2026-06-10T15:23:03.6387136+09:00	MoveNavScene	touch_ended	Detail	5	5	0.6899	0.6400	navigation=move
2026-06-10T06:23:06.9302007Z	2026-06-10T15:23:06.9302007+09:00	MoveNavScene	space_pressed	Detail	5	5	0.7339	0.5328	navigation=MoveDistance; candidate=artifact_index=5; artifact_id=8; title=청자 상감 동화 포도 동자 무늬 조롱박 모양 주전자; selected=artifact_index=5; artifact_id=8; title=청자 상감 동화 포도 동자 무늬 조롱박 모양 주전자
2026-06-10T06:23:07.1574338Z	2026-06-10T15:23:07.1574338+09:00	MoveNavScene	candidate_changed	Detail	6	5	0.7501	0.5800	from=5; to=6; reason=move_position; artifact_index=6; artifact_id=17; title=빗살무늬토기; 
2026-06-10T06:23:07.3515013Z	2026-06-10T15:23:07.3515013+09:00	MoveNavScene	candidate_changed	Detail	5	5	0.7499	0.6143	from=6; to=5; reason=move_position; artifact_index=5; artifact_id=8; title=청자 상감 동화 포도 동자 무늬 조롱박 모양 주전자; 
2026-06-10T06:23:07.8960106Z	2026-06-10T15:23:07.8960106+09:00	MoveNavScene	touch_started	Detail	5	5	0.7345	0.6490	left(x=0.000, y=0.000, rawX=0.780, rawY=0.708, visibility=0.009, touching=False) right(x=0.650, y=0.894, rawX=0.650, rawY=0.894, visibility=0.865, touching=True) touchX=0.650, section=Center, touchLine=0.850, threshold=0.870
2026-06-10T06:23:07.8975147Z	2026-06-10T15:23:07.8975147+09:00	MoveNavScene	mode_changed	Browsing	5	5	0.7345	0.6490	from=Detail; to=Browsing; reason=detail_touch_exit; navigation=move; artifact_index=5; artifact_id=8; title=청자 상감 동화 포도 동자 무늬 조롱박 모양 주전자
2026-06-10T06:23:07.8975147Z	2026-06-10T15:23:07.8975147+09:00	MoveNavScene	detail_exited	Browsing	5	5	0.7345	0.6490	artifact_index=5; artifact_id=8; title=청자 상감 동화 포도 동자 무늬 조롱박 모양 주전자; navigation=move; reason=touch
2026-06-10T06:23:09.3328151Z	2026-06-10T15:23:09.3328151+09:00	MoveNavScene	touch_ended	Browsing	5		0.7181	0.6618	navigation=move
