timestamp_utc	timestamp_local	scene	event	mode	candidate_index	selected_index	position	depth	details
2026-06-10T07:53:56.8524964Z	2026-06-10T16:53:56.8524964+09:00	TouchNavScene	session_start	Overview			0.5000	0.5000	navigation=ScreenTouch; log_path=C:/Users/jiny1/AppData/LocalLow/DefaultCompany/GCT555_Client\UserEventLogs\user_events_20260610_165356_848.tsv
2026-06-10T07:53:56.8605314Z	2026-06-10T16:53:56.8605314+09:00	TouchNavScene	pose_tracking_lost	Overview			0.5000	0.5000	position=0.5000; depth=0.5000
2026-06-10T07:54:00.4663194Z	2026-06-10T16:54:00.4663194+09:00	TouchNavScene	pose_tracking_restored	Overview			0.5000	0.5000	position=0.5000; depth=0.5000
2026-06-10T07:54:00.4684199Z	2026-06-10T16:54:00.4684199+09:00	TouchNavScene	mode_changed	Browsing			0.4959	0.5014	from=Overview; to=Browsing; reason=pose_restored; 
2026-06-10T07:54:00.4684199Z	2026-06-10T16:54:00.4684199+09:00	TouchNavScene	candidate_changed	Browsing	4		0.4959	0.5014	from=; to=4; reason=pose_restored; artifact_index=4; artifact_id=9; title=나전 경함; 
2026-06-10T07:54:01.4682983Z	2026-06-10T16:54:01.4682983+09:00	TouchNavScene	pose_tracking_lost	Browsing	4		0.1059	0.6323	position=0.1059; depth=0.6323
2026-06-10T07:54:01.4698099Z	2026-06-10T16:54:01.4698099+09:00	TouchNavScene	mode_changed	Overview	4		0.1059	0.6323	from=Browsing; to=Overview; reason=pose_lost; 
2026-06-10T07:54:02.8055619Z	2026-06-10T16:54:02.8055619+09:00	TouchNavScene	pose_tracking_restored	Overview			0.1059	0.6323	position=0.1059; depth=0.6323
2026-06-10T07:54:02.8070740Z	2026-06-10T16:54:02.8070740+09:00	TouchNavScene	mode_changed	Browsing			0.1143	0.6372	from=Overview; to=Browsing; reason=pose_restored; 
2026-06-10T07:54:02.8070740Z	2026-06-10T16:54:02.8070740+09:00	TouchNavScene	candidate_changed	Browsing	2		0.1143	0.6372	from=; to=2; reason=pose_restored; artifact_index=2; artifact_id=18; title=청동투구; 
2026-06-10T07:54:08.0803236Z	2026-06-10T16:54:08.0803236+09:00	TouchNavScene	touch_started	Browsing	2		0.7107	0.2310	left(x=0.790, y=0.800, rawX=0.790, rawY=0.800, visibility=0.358, touching=False) right(x=0.770, y=0.871, rawX=0.770, rawY=0.871, visibility=0.998, touching=True) touchX=0.770, section=Right, touchLine=0.850, threshold=0.870
2026-06-10T07:54:08.0803236Z	2026-06-10T16:54:08.0803236+09:00	TouchNavScene	candidate_changed	Browsing	3		0.7107	0.2310	from=2; to=3; reason=touch_right; artifact_index=3; artifact_id=3; title=청자 오리 모양 연적; touchX=0.770
2026-06-10T07:54:08.4301823Z	2026-06-10T16:54:08.4301823+09:00	TouchNavScene	touch_ended	Browsing	3		0.7509	0.2229	navigation=touch
2026-06-10T07:54:08.6194606Z	2026-06-10T16:54:08.6194606+09:00	TouchNavScene	touch_started	Browsing	3		0.7380	0.2224	left(x=0.787, y=0.877, rawX=0.787, rawY=0.877, visibility=0.759, touching=True) right(x=0.641, y=0.771, rawX=0.644, rawY=0.778, visibility=0.748, touching=False) touchX=0.787, section=Right, touchLine=0.850, threshold=0.870
2026-06-10T07:54:08.6206129Z	2026-06-10T16:54:08.6206129+09:00	TouchNavScene	candidate_changed	Browsing	4		0.7380	0.2224	from=3; to=4; reason=touch_right; artifact_index=4; artifact_id=9; title=나전 경함; touchX=0.787
2026-06-10T07:54:09.1767679Z	2026-06-10T16:54:09.1767679+09:00	TouchNavScene	touch_ended	Browsing	4		0.7504	0.2228	navigation=touch
2026-06-10T07:54:12.8553609Z	2026-06-10T16:54:12.8553609+09:00	TouchNavScene	pose_tracking_lost	Browsing	4		0.4140	0.2153	position=0.4140; depth=0.2153
2026-06-10T07:54:12.8563615Z	2026-06-10T16:54:12.8563615+09:00	TouchNavScene	mode_changed	Overview	4		0.4140	0.2153	from=Browsing; to=Overview; reason=pose_lost; 
2026-06-10T07:54:15.4283640Z	2026-06-10T16:54:15.4283640+09:00	TouchNavScene	pose_tracking_restored	Overview			0.4140	0.2153	position=0.4140; depth=0.2153
2026-06-10T07:54:15.4293699Z	2026-06-10T16:54:15.4293699+09:00	TouchNavScene	mode_changed	Browsing			0.4142	0.2151	from=Overview; to=Browsing; reason=pose_restored; 
2026-06-10T07:54:15.4293699Z	2026-06-10T16:54:15.4293699+09:00	TouchNavScene	candidate_changed	Browsing	3		0.4142	0.2151	from=; to=3; reason=pose_restored; artifact_index=3; artifact_id=3; title=청자 오리 모양 연적; 
2026-06-10T07:54:18.2927486Z	2026-06-10T16:54:18.2927486+09:00	TouchNavScene	touch_started	Browsing	3		0.4938	0.3499	left(x=0.521, y=0.670, rawX=0.521, rawY=0.675, visibility=1.000, touching=False) right(x=0.537, y=0.870, rawX=0.538, rawY=0.903, visibility=1.000, touching=True) touchX=0.537, section=Center, touchLine=0.850, threshold=0.870
2026-06-10T07:54:18.2932548Z	2026-06-10T16:54:18.2932548+09:00	TouchNavScene	selection_confirmed	Browsing	3	3	0.4938	0.3499	artifact_index=3; artifact_id=3; title=청자 오리 모양 연적; navigation=touch; section=Center; touchX=0.537
2026-06-10T07:54:18.2932548Z	2026-06-10T16:54:18.2932548+09:00	TouchNavScene	mode_changed	Detail	3	3	0.4938	0.3499	from=Browsing; to=Detail; reason=touch_center_detail; touchX=0.537; artifact_index=3; artifact_id=3; title=청자 오리 모양 연적
2026-06-10T07:54:18.2932548Z	2026-06-10T16:54:18.2932548+09:00	TouchNavScene	detail_entered	Detail	3	3	0.4938	0.3499	artifact_index=3; artifact_id=3; title=청자 오리 모양 연적; navigation=touch; section=Center; touchX=0.537
2026-06-10T07:54:18.3941812Z	2026-06-10T16:54:18.3941812+09:00	TouchNavScene	touch_ended	Detail	3	3	0.4936	0.3205	navigation=touch
2026-06-10T07:54:22.2245367Z	2026-06-10T16:54:22.2245367+09:00	TouchNavScene	space_pressed	Detail	3	3	0.5519	0.4357	navigation=ScreenTouch; candidate=artifact_index=3; artifact_id=3; title=청자 오리 모양 연적; selected=artifact_index=3; artifact_id=3; title=청자 오리 모양 연적
2026-06-10T07:54:24.4246678Z	2026-06-10T16:54:24.4246678+09:00	TouchNavScene	touch_started	Detail	3	3	0.5926	0.3397	left(x=0.000, y=0.000, rawX=0.651, rawY=0.633, visibility=0.198, touching=False) right(x=0.595, y=0.871, rawX=0.594, rawY=0.886, visibility=0.977, touching=True) touchX=0.595, section=Center, touchLine=0.850, threshold=0.870
2026-06-10T07:54:24.4258010Z	2026-06-10T16:54:24.4258010+09:00	TouchNavScene	mode_changed	Browsing	3	3	0.5926	0.3397	from=Detail; to=Browsing; reason=touch_navigation_detail_exit; section=Center; touchX=0.595; artifact_index=3; artifact_id=3; title=청자 오리 모양 연적
2026-06-10T07:54:24.4263123Z	2026-06-10T16:54:24.4263123+09:00	TouchNavScene	detail_exited	Browsing	3	3	0.5926	0.3397	artifact_index=3; artifact_id=3; title=청자 오리 모양 연적; navigation=touch; section=Center; touchX=0.595
2026-06-10T07:54:24.6195364Z	2026-06-10T16:54:24.6195364+09:00	TouchNavScene	touch_ended	Browsing	3		0.5939	0.3268	navigation=touch
2026-06-10T07:54:24.7995309Z	2026-06-10T16:54:24.7995309+09:00	TouchNavScene	touch_started	Browsing	3		0.5977	0.3252	left(x=0.634, y=0.645, rawX=0.634, rawY=0.646, visibility=0.489, touching=False) right(x=0.595, y=0.870, rawX=0.590, rawY=0.903, visibility=0.999, touching=True) touchX=0.595, section=Center, touchLine=0.850, threshold=0.870
2026-06-10T07:54:24.8000631Z	2026-06-10T16:54:24.8000631+09:00	TouchNavScene	selection_confirmed	Browsing	3	3	0.5977	0.3252	artifact_index=3; artifact_id=3; title=청자 오리 모양 연적; navigation=touch; section=Center; touchX=0.595
2026-06-10T07:54:24.8005909Z	2026-06-10T16:54:24.8005909+09:00	TouchNavScene	mode_changed	Detail	3	3	0.5977	0.3252	from=Browsing; to=Detail; reason=touch_center_detail; touchX=0.595; artifact_index=3; artifact_id=3; title=청자 오리 모양 연적
2026-06-10T07:54:24.8011281Z	2026-06-10T16:54:24.8011281+09:00	TouchNavScene	detail_entered	Detail	3	3	0.5977	0.3252	artifact_index=3; artifact_id=3; title=청자 오리 모양 연적; navigation=touch; section=Center; touchX=0.595
2026-06-10T07:54:25.1508951Z	2026-06-10T16:54:25.1508951+09:00	TouchNavScene	touch_ended	Detail	3	3	0.5943	0.3212	navigation=touch
2026-06-10T07:54:32.1967167Z	2026-06-10T16:54:32.1967167+09:00	TouchNavScene	touch_started	Detail	3	3	0.6743	0.2812	left(x=0.691, y=0.871, rawX=0.691, rawY=0.927, visibility=0.956, touching=True) right(x=0.611, y=0.781, rawX=0.586, rawY=0.785, visibility=0.454, touching=False) touchX=0.691, section=Right, touchLine=0.850, threshold=0.870
2026-06-10T07:54:32.1977215Z	2026-06-10T16:54:32.1977215+09:00	TouchNavScene	mode_changed	Browsing	3	3	0.6743	0.2812	from=Detail; to=Browsing; reason=touch_navigation_detail_exit; section=Right; touchX=0.691; artifact_index=3; artifact_id=3; title=청자 오리 모양 연적
2026-06-10T07:54:32.1977215Z	2026-06-10T16:54:32.1977215+09:00	TouchNavScene	detail_exited	Browsing	3	3	0.6743	0.2812	artifact_index=3; artifact_id=3; title=청자 오리 모양 연적; navigation=touch; section=Right; touchX=0.691
2026-06-10T07:54:33.3396814Z	2026-06-10T16:54:33.3396814+09:00	TouchNavScene	touch_ended	Browsing	3		0.6570	0.2547	navigation=touch
2026-06-10T07:54:33.7268029Z	2026-06-10T16:54:33.7268029+09:00	TouchNavScene	touch_started	Browsing	3		0.6573	0.2581	left(x=0.000, y=0.000, rawX=0.642, rawY=0.735, visibility=0.257, touching=False) right(x=0.622, y=0.870, rawX=0.600, rawY=0.912, visibility=1.000, touching=True) touchX=0.622, section=Center, touchLine=0.850, threshold=0.870
2026-06-10T07:54:33.7278218Z	2026-06-10T16:54:33.7278218+09:00	TouchNavScene	selection_confirmed	Browsing	3	3	0.6573	0.2581	artifact_index=3; artifact_id=3; title=청자 오리 모양 연적; navigation=touch; section=Center; touchX=0.622
2026-06-10T07:54:33.7278218Z	2026-06-10T16:54:33.7278218+09:00	TouchNavScene	mode_changed	Detail	3	3	0.6573	0.2581	from=Browsing; to=Detail; reason=touch_center_detail; touchX=0.622; artifact_index=3; artifact_id=3; title=청자 오리 모양 연적
2026-06-10T07:54:33.7278218Z	2026-06-10T16:54:33.7278218+09:00	TouchNavScene	detail_entered	Detail	3	3	0.6573	0.2581	artifact_index=3; artifact_id=3; title=청자 오리 모양 연적; navigation=touch; section=Center; touchX=0.622
2026-06-10T07:54:35.0403437Z	2026-06-10T16:54:35.0403437+09:00	TouchNavScene	touch_ended	Detail	3	3	0.6635	0.2596	navigation=touch
2026-06-10T07:54:35.4225998Z	2026-06-10T16:54:35.4225998+09:00	TouchNavScene	touch_started	Detail	3	3	0.6832	0.2792	left(x=0.660, y=0.872, rawX=0.629, rawY=0.970, visibility=0.415, touching=True) right(x=0.000, y=0.000, rawX=0.658, rawY=0.874, visibility=0.008, touching=False) touchX=0.660, section=Center, touchLine=0.850, threshold=0.870
2026-06-10T07:54:35.4231135Z	2026-06-10T16:54:35.4231135+09:00	TouchNavScene	mode_changed	Browsing	3	3	0.6832	0.2792	from=Detail; to=Browsing; reason=touch_navigation_detail_exit; section=Center; touchX=0.660; artifact_index=3; artifact_id=3; title=청자 오리 모양 연적
2026-06-10T07:54:35.4241195Z	2026-06-10T16:54:35.4241195+09:00	TouchNavScene	detail_exited	Browsing	3	3	0.6832	0.2792	artifact_index=3; artifact_id=3; title=청자 오리 모양 연적; navigation=touch; section=Center; touchX=0.660
2026-06-10T07:54:35.5984756Z	2026-06-10T16:54:35.5984756+09:00	TouchNavScene	touch_ended	Browsing	3		0.6631	0.2620	navigation=touch
2026-06-10T07:54:35.6901985Z	2026-06-10T16:54:35.6901985+09:00	TouchNavScene	touch_started	Browsing	3		0.6579	0.2566	left(x=0.624, y=0.967, rawX=0.624, rawY=0.967, visibility=0.824, touching=True) right(x=0.000, y=0.000, rawX=0.626, rawY=0.952, visibility=0.079, touching=False) touchX=0.624, section=Center, touchLine=0.850, threshold=0.870
2026-06-10T07:54:35.6901985Z	2026-06-10T16:54:35.6901985+09:00	TouchNavScene	selection_confirmed	Browsing	3	3	0.6579	0.2566	artifact_index=3; artifact_id=3; title=청자 오리 모양 연적; navigation=touch; section=Center; touchX=0.624
2026-06-10T07:54:35.6901985Z	2026-06-10T16:54:35.6901985+09:00	TouchNavScene	mode_changed	Detail	3	3	0.6579	0.2566	from=Browsing; to=Detail; reason=touch_center_detail; touchX=0.624; artifact_index=3; artifact_id=3; title=청자 오리 모양 연적
2026-06-10T07:54:35.6912040Z	2026-06-10T16:54:35.6912040+09:00	TouchNavScene	detail_entered	Detail	3	3	0.6579	0.2566	artifact_index=3; artifact_id=3; title=청자 오리 모양 연적; navigation=touch; section=Center; touchX=0.624
2026-06-10T07:54:35.8109948Z	2026-06-10T16:54:35.8109948+09:00	TouchNavScene	touch_ended	Detail	3	3	0.6529	0.2546	navigation=touch
2026-06-10T07:54:36.1517748Z	2026-06-10T16:54:36.1517748+09:00	TouchNavScene	touch_started	Detail	3	3	0.6543	0.2561	left(x=0.615, y=0.940, rawX=0.615, rawY=0.940, visibility=0.815, touching=True) right(x=0.000, y=0.000, rawX=0.644, rawY=0.779, visibility=0.005, touching=False) touchX=0.615, section=Center, touchLine=0.850, threshold=0.870
2026-06-10T07:54:36.1522798Z	2026-06-10T16:54:36.1522798+09:00	TouchNavScene	mode_changed	Browsing	3	3	0.6543	0.2561	from=Detail; to=Browsing; reason=touch_navigation_detail_exit; section=Center; touchX=0.615; artifact_index=3; artifact_id=3; title=청자 오리 모양 연적
2026-06-10T07:54:36.1527846Z	2026-06-10T16:54:36.1527846+09:00	TouchNavScene	detail_exited	Browsing	3	3	0.6543	0.2561	artifact_index=3; artifact_id=3; title=청자 오리 모양 연적; navigation=touch; section=Center; touchX=0.615
2026-06-10T07:54:36.9028339Z	2026-06-10T16:54:36.9028339+09:00	TouchNavScene	touch_ended	Browsing	3		0.6578	0.2636	navigation=touch
2026-06-10T07:54:37.1276570Z	2026-06-10T16:54:37.1276570+09:00	TouchNavScene	touch_started	Browsing	3		0.6871	0.2801	left(x=0.730, y=0.863, rawX=0.730, rawY=0.863, visibility=0.997, touching=False) right(x=0.685, y=0.884, rawX=0.685, rawY=0.884, visibility=1.000, touching=True) touchX=0.685, section=Right, touchLine=0.850, threshold=0.870
2026-06-10T07:54:37.1281703Z	2026-06-10T16:54:37.1281703+09:00	TouchNavScene	candidate_changed	Browsing	4		0.6871	0.2801	from=3; to=4; reason=touch_right; artifact_index=4; artifact_id=9; title=나전 경함; touchX=0.685
2026-06-10T07:54:37.5853274Z	2026-06-10T16:54:37.5853274+09:00	TouchNavScene	touch_ended	Browsing	4		0.7001	0.2656	navigation=touch
2026-06-10T07:54:38.5304953Z	2026-06-10T16:54:38.5304953+09:00	TouchNavScene	touch_started	Browsing	4		0.6713	0.2452	left(x=0.000, y=0.000, rawX=0.611, rawY=0.763, visibility=0.141, touching=False) right(x=0.790, y=0.907, rawX=0.790, rawY=0.907, visibility=0.999, touching=True) touchX=0.790, section=Right, touchLine=0.850, threshold=0.870
2026-06-10T07:54:38.5304953Z	2026-06-10T16:54:38.5304953+09:00	TouchNavScene	candidate_changed	Browsing	5		0.6713	0.2452	from=4; to=5; reason=touch_right; artifact_index=5; artifact_id=16; title=청자 상감 잔과 잔받침; touchX=0.790
