timestamp_utc	timestamp_local	scene	event	mode	candidate_index	selected_index	position	depth	details
2026-06-10T06:26:41.8986561Z	2026-06-10T15:26:41.8986561+09:00	TouchNavScene	session_start	Overview			0.5000	0.5000	navigation=ScreenTouch; log_path=C:/Users/jiny1/AppData/LocalLow/DefaultCompany/GCT555_Client\UserEventLogs\user_events_20260610_152641_898.tsv
2026-06-10T06:26:41.9072285Z	2026-06-10T15:26:41.9072285+09:00	TouchNavScene	pose_tracking_lost	Overview			0.5000	0.5000	position=0.5000; depth=0.5000
2026-06-10T06:26:52.6987182Z	2026-06-10T15:26:52.6987182+09:00	TouchNavScene	pose_tracking_restored	Overview			0.5000	0.5000	position=0.5000; depth=0.5000
2026-06-10T06:26:52.7001544Z	2026-06-10T15:26:52.7001544+09:00	TouchNavScene	mode_changed	Browsing			0.4986	0.5043	from=Overview; to=Browsing; reason=pose_restored; 
2026-06-10T06:26:52.7011625Z	2026-06-10T15:26:52.7011625+09:00	TouchNavScene	candidate_changed	Browsing	4		0.4986	0.5043	from=; to=4; reason=pose_restored; artifact_index=4; artifact_id=12; title=청자 상감 국화문 잔; 
2026-06-10T06:26:58.7506740Z	2026-06-10T15:26:58.7506740+09:00	TouchNavScene	pose_tracking_lost	Browsing	4		0.3933	0.8565	position=0.3933; depth=0.8565
2026-06-10T06:26:58.7517016Z	2026-06-10T15:26:58.7517016+09:00	TouchNavScene	mode_changed	Overview	4		0.3933	0.8565	from=Browsing; to=Overview; reason=pose_lost; 
2026-06-10T06:26:59.0055223Z	2026-06-10T15:26:59.0055223+09:00	TouchNavScene	pose_tracking_restored	Overview			0.3933	0.8565	position=0.3933; depth=0.8565
2026-06-10T06:26:59.0065292Z	2026-06-10T15:26:59.0065292+09:00	TouchNavScene	mode_changed	Browsing			0.3920	0.8571	from=Overview; to=Browsing; reason=pose_restored; 
2026-06-10T06:26:59.0065292Z	2026-06-10T15:26:59.0065292+09:00	TouchNavScene	candidate_changed	Browsing	3		0.3920	0.8571	from=; to=3; reason=pose_restored; artifact_index=3; artifact_id=15; title=검파형 동기; 
2026-06-10T06:27:03.1670099Z	2026-06-10T15:27:03.1680155+09:00	TouchNavScene	touch_started	Browsing	3		0.5122	0.3645	left(x=0.659, y=0.870, rawX=0.675, rawY=0.899, visibility=1.000, touching=True) right(x=0.464, y=0.688, rawX=0.466, rawY=0.682, visibility=0.974, touching=False) touchX=0.659, section=Center, touchLine=0.850, threshold=0.870
2026-06-10T06:27:03.1680155Z	2026-06-10T15:27:03.1680155+09:00	TouchNavScene	selection_confirmed	Browsing	3	3	0.5122	0.3645	artifact_index=3; artifact_id=15; title=검파형 동기; navigation=touch; section=Center; touchX=0.659
2026-06-10T06:27:03.1680155Z	2026-06-10T15:27:03.1680155+09:00	TouchNavScene	mode_changed	Detail	3	3	0.5122	0.3645	from=Browsing; to=Detail; reason=touch_center_detail; touchX=0.659; artifact_index=3; artifact_id=15; title=검파형 동기
2026-06-10T06:27:03.1690163Z	2026-06-10T15:27:03.1690163+09:00	TouchNavScene	detail_entered	Detail	3	3	0.5122	0.3645	artifact_index=3; artifact_id=15; title=검파형 동기; navigation=touch; section=Center; touchX=0.659
2026-06-10T06:27:10.1649407Z	2026-06-10T15:27:10.1649407+09:00	TouchNavScene	touch_ended	Detail	3	3	0.5756	0.3257	navigation=touch
