timestamp_utc	timestamp_local	scene	event	mode	candidate_index	selected_index	position	depth	details
2026-06-10T05:22:16.3080845Z	2026-06-10T14:22:16.3080845+09:00	TouchNavScene	session_start	Overview			0.5000	0.5000	navigation=ScreenTouch; log_path=C:/Users/jiny1/AppData/LocalLow/DefaultCompany/GCT555_Client\UserEventLogs\user_events_20260610_142216_306.tsv
2026-06-10T05:22:16.3182900Z	2026-06-10T14:22:16.3182900+09:00	TouchNavScene	pose_tracking_lost	Overview			0.5000	0.5000	position=0.5000; depth=0.5000
2026-06-10T05:22:16.9546538Z	2026-06-10T14:22:16.9546538+09:00	TouchNavScene	pose_tracking_restored	Overview			0.5000	0.5000	position=0.5000; depth=0.5000
2026-06-10T05:22:16.9576599Z	2026-06-10T14:22:16.9576599+09:00	TouchNavScene	mode_changed	Browsing			0.4947	0.5016	from=Overview; to=Browsing; reason=pose_restored; 
2026-06-10T05:22:16.9576599Z	2026-06-10T14:22:16.9576599+09:00	TouchNavScene	candidate_changed	Browsing	4		0.4947	0.5016	from=; to=4; reason=pose_restored; artifact_index=4; artifact_id=7; title=점토불두; 
2026-06-10T05:22:18.6055775Z	2026-06-10T14:22:18.6055775+09:00	TouchNavScene	pose_tracking_lost	Browsing	4		0.1244	0.6130	position=0.1244; depth=0.6130
2026-06-10T05:22:18.6070918Z	2026-06-10T14:22:18.6070918+09:00	TouchNavScene	mode_changed	Overview	4		0.1244	0.6130	from=Browsing; to=Overview; reason=pose_lost; 
2026-06-10T05:22:27.4448624Z	2026-06-10T14:22:27.4448624+09:00	TouchNavScene	pose_tracking_restored	Overview			0.1244	0.6130	position=0.1244; depth=0.6130
2026-06-10T05:22:27.4458616Z	2026-06-10T14:22:27.4458616+09:00	TouchNavScene	mode_changed	Browsing			0.1351	0.6202	from=Overview; to=Browsing; reason=pose_restored; 
2026-06-10T05:22:27.4458616Z	2026-06-10T14:22:27.4458616+09:00	TouchNavScene	candidate_changed	Browsing	2		0.1351	0.6202	from=; to=2; reason=pose_restored; artifact_index=2; artifact_id=14; title=요령식 동검; 
2026-06-10T05:22:31.8079914Z	2026-06-10T14:22:31.8079914+09:00	TouchNavScene	touch_started	Browsing	2		0.3928	0.3325	left(x=0.293, y=0.894, rawX=0.293, rawY=0.894, visibility=0.999, touching=True) right(x=0.000, y=0.000, rawX=0.388, rawY=0.617, visibility=0.312, touching=False) touchX=0.293, section=Left, touchLine=0.850, threshold=0.870
2026-06-10T05:22:31.8089997Z	2026-06-10T14:22:31.8089997+09:00	TouchNavScene	candidate_changed	Browsing	1		0.3928	0.3325	from=2; to=1; reason=touch_left; artifact_index=1; artifact_id=5; title=백자 달항아리; touchX=0.293
2026-06-10T05:22:33.5514803Z	2026-06-10T14:22:33.5514803+09:00	TouchNavScene	touch_ended	Browsing	1		0.4140	0.2919	navigation=touch
2026-06-10T05:22:33.9933648Z	2026-06-10T14:22:33.9933648+09:00	TouchNavScene	touch_started	Browsing	1		0.4165	0.3118	left(x=0.512, y=0.876, rawX=0.512, rawY=0.876, visibility=1.000, touching=True) right(x=0.361, y=0.737, rawX=0.361, rawY=0.737, visibility=1.000, touching=False) touchX=0.512, section=Center, touchLine=0.850, threshold=0.870
2026-06-10T05:22:33.9943734Z	2026-06-10T14:22:33.9943734+09:00	TouchNavScene	selection_confirmed	Browsing	1	1	0.4165	0.3118	artifact_index=1; artifact_id=5; title=백자 달항아리; navigation=touch; section=Center; touchX=0.512
2026-06-10T05:22:33.9943734Z	2026-06-10T14:22:33.9943734+09:00	TouchNavScene	mode_changed	Detail	1	1	0.4165	0.3118	from=Browsing; to=Detail; reason=touch_center_detail; touchX=0.512; artifact_index=1; artifact_id=5; title=백자 달항아리
2026-06-10T05:22:33.9943734Z	2026-06-10T14:22:33.9943734+09:00	TouchNavScene	detail_entered	Detail	1	1	0.4165	0.3118	artifact_index=1; artifact_id=5; title=백자 달항아리; navigation=touch; section=Center; touchX=0.512
2026-06-10T05:22:34.9794465Z	2026-06-10T14:22:34.9794465+09:00	TouchNavScene	touch_ended	Detail	1	1	0.4856	0.3526	navigation=touch
