timestamp_utc	timestamp_local	scene	event	mode	candidate_index	selected_index	position	depth	details
2026-06-10T07:06:55.5928040Z	2026-06-10T16:06:55.5928040+09:00	MoveNavScene	session_start	Overview			0.5000	0.5000	navigation=MoveDistance; log_path=C:/Users/jiny1/AppData/LocalLow/DefaultCompany/GCT555_Client\UserEventLogs\user_events_20260610_160655_592.tsv
2026-06-10T07:06:55.6016722Z	2026-06-10T16:06:55.6016722+09:00	MoveNavScene	pose_tracking_lost	Overview			0.5000	0.5000	position=0.5000; depth=0.5000
2026-06-10T07:06:59.8325015Z	2026-06-10T16:06:59.8325015+09:00	MoveNavScene	pose_tracking_restored	Overview			0.5000	0.5000	position=0.5000; depth=0.5000
2026-06-10T07:06:59.8325015Z	2026-06-10T16:06:59.8325015+09:00	MoveNavScene	mode_changed	Browsing			0.5018	0.4966	from=Overview; to=Browsing; reason=pose_restored; 
2026-06-10T07:06:59.8340063Z	2026-06-10T16:06:59.8340063+09:00	MoveNavScene	candidate_changed	Browsing	4		0.5018	0.4966	from=; to=4; reason=pose_restored; artifact_index=4; artifact_id=12; title=청자 상감 국화문 잔; 
2026-06-10T07:06:59.8935877Z	2026-06-10T16:06:59.8935877+09:00	MoveNavScene	candidate_changed	Browsing	5		0.5835	0.3433	from=4; to=5; reason=move_position; artifact_index=5; artifact_id=13; title=방패형 동기; 
2026-06-10T07:07:01.2371414Z	2026-06-10T16:07:01.2371414+09:00	MoveNavScene	candidate_changed	Browsing	6		0.7500	0.3458	from=5; to=6; reason=move_position; artifact_index=6; artifact_id=5; title=백자 달항아리; 
2026-06-10T07:07:01.6336968Z	2026-06-10T16:07:01.6336968+09:00	MoveNavScene	candidate_changed	Browsing	5		0.7498	0.3899	from=6; to=5; reason=move_position; artifact_index=5; artifact_id=13; title=방패형 동기; 
2026-06-10T07:07:03.0775095Z	2026-06-10T16:07:03.0775095+09:00	MoveNavScene	candidate_changed	Browsing	4		0.5833	0.6117	from=5; to=4; reason=move_position; artifact_index=4; artifact_id=12; title=청자 상감 국화문 잔; 
2026-06-10T07:07:08.2882415Z	2026-06-10T16:07:08.2882415+09:00	MoveNavScene	candidate_changed	Browsing	5		0.5835	0.5514	from=4; to=5; reason=move_position; artifact_index=5; artifact_id=13; title=방패형 동기; 
2026-06-10T07:07:09.3877295Z	2026-06-10T16:07:09.3877295+09:00	MoveNavScene	candidate_changed	Browsing	6		0.7502	0.5970	from=5; to=6; reason=move_position; artifact_index=6; artifact_id=5; title=백자 달항아리; 
2026-06-10T07:07:11.8675368Z	2026-06-10T16:07:11.8675368+09:00	MoveNavScene	candidate_changed	Browsing	5		0.7500	0.6068	from=6; to=5; reason=move_position; artifact_index=5; artifact_id=13; title=방패형 동기; 
2026-06-10T07:07:13.5206907Z	2026-06-10T16:07:13.5206907+09:00	MoveNavScene	touch_started	Browsing	5		0.6798	0.6668	left(x=0.719, y=0.870, rawX=0.715, rawY=0.922, visibility=1.000, touching=True) right(x=0.000, y=0.000, rawX=0.636, rawY=0.643, visibility=0.105, touching=False) touchX=0.719, section=Right, touchLine=0.850, threshold=0.870
2026-06-10T07:07:13.5216979Z	2026-06-10T16:07:13.5216979+09:00	MoveNavScene	selection_confirmed	Browsing	5	5	0.6798	0.6668	artifact_index=5; artifact_id=13; title=방패형 동기; navigation=move
2026-06-10T07:07:13.5216979Z	2026-06-10T16:07:13.5216979+09:00	MoveNavScene	mode_changed	TouchConfirmed	5	5	0.6798	0.6668	from=Browsing; to=TouchConfirmed; reason=move_touch_confirmed; artifact_index=5; artifact_id=13; title=방패형 동기
2026-06-10T07:07:13.9712488Z	2026-06-10T16:07:13.9712488+09:00	MoveNavScene	mode_changed	Detail	5	5	0.6789	0.6662	from=TouchConfirmed; to=Detail; reason=touch_confirmation_complete; artifact_index=5; artifact_id=13; title=방패형 동기
2026-06-10T07:07:13.9712488Z	2026-06-10T16:07:13.9712488+09:00	MoveNavScene	detail_entered	Detail	5	5	0.6789	0.6662	artifact_index=5; artifact_id=13; title=방패형 동기; navigation=move
2026-06-10T07:07:13.9931270Z	2026-06-10T16:07:13.9931270+09:00	MoveNavScene	touch_ended	Detail	5	5	0.6789	0.6662	navigation=move
2026-06-10T07:07:15.1186012Z	2026-06-10T16:07:15.1186012+09:00	MoveNavScene	touch_started	Detail	5	5	0.6773	0.6618	left(x=0.746, y=0.870, rawX=0.745, rawY=0.891, visibility=0.996, touching=True) right(x=0.000, y=0.000, rawX=0.634, rawY=0.645, visibility=0.087, touching=False) touchX=0.746, section=Right, touchLine=0.850, threshold=0.870
2026-06-10T07:07:15.1201206Z	2026-06-10T16:07:15.1201206+09:00	MoveNavScene	mode_changed	Browsing	5	5	0.6773	0.6618	from=Detail; to=Browsing; reason=detail_touch_exit; navigation=move; artifact_index=5; artifact_id=13; title=방패형 동기
