timestamp_utc	timestamp_local	scene	event	mode	candidate_index	selected_index	position	depth	details
2026-06-10T06:21:22.5950357Z	2026-06-10T15:21:22.5950357+09:00	MoveNavScene	session_start	Overview			0.5000	0.5000	navigation=MoveDistance; log_path=C:/Users/jiny1/AppData/LocalLow/DefaultCompany/GCT555_Client\UserEventLogs\user_events_20260610_152122_594.tsv
2026-06-10T06:21:22.6047089Z	2026-06-10T15:21:22.6047089+09:00	MoveNavScene	pose_tracking_lost	Overview			0.5000	0.5000	position=0.5000; depth=0.5000
2026-06-10T06:21:44.6380342Z	2026-06-10T15:21:44.6380342+09:00	MoveNavScene	pose_tracking_restored	Overview			0.5000	0.5000	position=0.5000; depth=0.5000
2026-06-10T06:21:44.6395165Z	2026-06-10T15:21:44.6395165+09:00	MoveNavScene	mode_changed	Browsing			0.4976	0.4884	from=Overview; to=Browsing; reason=pose_restored; 
2026-06-10T06:21:44.6395165Z	2026-06-10T15:21:44.6395165+09:00	MoveNavScene	candidate_changed	Browsing	4		0.4976	0.4884	from=; to=4; reason=pose_restored; artifact_index=4; artifact_id=5; title=백자 달항아리; 
2026-06-10T06:21:45.7128374Z	2026-06-10T15:21:45.7128374+09:00	MoveNavScene	candidate_changed	Browsing	3		0.4166	0.2384	from=4; to=3; reason=move_position; artifact_index=3; artifact_id=6; title=청자 상감 포류 수금문 매병; 
2026-06-10T06:21:47.1627302Z	2026-06-10T15:21:47.1627302+09:00	MoveNavScene	candidate_changed	Browsing	2		0.2498	0.5428	from=3; to=2; reason=move_position; artifact_index=2; artifact_id=13; title=방패형 동기; 
2026-06-10T06:21:48.0178545Z	2026-06-10T15:21:48.0178545+09:00	MoveNavScene	touch_started	Browsing	2		0.1141	0.6486	left(x=0.262, y=0.682, rawX=0.262, rawY=0.682, visibility=0.831, touching=False) right(x=0.052, y=0.875, rawX=0.052, rawY=0.875, visibility=0.985, touching=True) touchX=0.052, section=Left, touchLine=0.850, threshold=0.870
2026-06-10T06:21:48.0178545Z	2026-06-10T15:21:48.0178545+09:00	MoveNavScene	selection_confirmed	Browsing	2	2	0.1141	0.6486	artifact_index=2; artifact_id=13; title=방패형 동기; navigation=move
2026-06-10T06:21:48.0178545Z	2026-06-10T15:21:48.0178545+09:00	MoveNavScene	mode_changed	TouchConfirmed	2	2	0.1141	0.6486	from=Browsing; to=TouchConfirmed; reason=move_touch_confirmed; artifact_index=2; artifact_id=13; title=방패형 동기
2026-06-10T06:21:48.4726568Z	2026-06-10T15:21:48.4726568+09:00	MoveNavScene	mode_changed	Detail	2	2	0.1029	0.6616	from=TouchConfirmed; to=Detail; reason=touch_confirmation_complete; artifact_index=2; artifact_id=13; title=방패형 동기
2026-06-10T06:21:48.4731706Z	2026-06-10T15:21:48.4731706+09:00	MoveNavScene	detail_entered	Detail	2	2	0.1029	0.6616	artifact_index=2; artifact_id=13; title=방패형 동기; navigation=move
2026-06-10T06:21:48.9260207Z	2026-06-10T15:21:48.9260207+09:00	MoveNavScene	candidate_changed	Detail	1	2	0.0830	0.6568	from=2; to=1; reason=move_position; artifact_index=1; artifact_id=18; title=청동투구; 
2026-06-10T06:21:48.9899782Z	2026-06-10T15:21:48.9899782+09:00	MoveNavScene	touch_ended	Detail	1	2	0.0774	0.6553	navigation=move
2026-06-10T06:21:49.0217158Z	2026-06-10T15:21:49.0217158+09:00	MoveNavScene	candidate_changed	Detail	2	2	0.0834	0.6557	from=1; to=2; reason=move_position; artifact_index=2; artifact_id=13; title=방패형 동기; 
2026-06-10T06:21:49.2124138Z	2026-06-10T15:21:49.2124138+09:00	MoveNavScene	candidate_changed	Detail	1	2	0.0830	0.6451	from=2; to=1; reason=move_position; artifact_index=1; artifact_id=18; title=청동투구; 
2026-06-10T06:21:49.9153962Z	2026-06-10T15:21:49.9153962+09:00	MoveNavScene	candidate_changed	Detail	2	2	0.0833	0.6593	from=1; to=2; reason=move_position; artifact_index=2; artifact_id=13; title=방패형 동기; 
2026-06-10T06:21:53.3384322Z	2026-06-10T15:21:53.3384322+09:00	MoveNavScene	space_pressed	Detail	2	2	0.1798	0.5416	navigation=MoveDistance; candidate=artifact_index=2; artifact_id=13; title=방패형 동기; selected=artifact_index=2; artifact_id=13; title=방패형 동기
2026-06-10T06:21:53.8678784Z	2026-06-10T15:21:53.8678784+09:00	MoveNavScene	candidate_changed	Detail	3	2	0.2500	0.5519	from=2; to=3; reason=move_position; artifact_index=3; artifact_id=6; title=청자 상감 포류 수금문 매병; 
2026-06-10T06:21:55.9103902Z	2026-06-10T15:21:55.9103902+09:00	MoveNavScene	candidate_changed	Detail	4	2	0.4169	0.5259	from=3; to=4; reason=move_position; artifact_index=4; artifact_id=5; title=백자 달항아리; 
2026-06-10T06:21:56.3034722Z	2026-06-10T15:21:56.3034722+09:00	MoveNavScene	touch_started	Detail	4	2	0.4602	0.5704	left(x=0.572, y=0.624, rawX=0.572, rawY=0.624, visibility=0.976, touching=False) right(x=0.551, y=0.910, rawX=0.551, rawY=0.910, visibility=1.000, touching=True) touchX=0.551, section=Center, touchLine=0.850, threshold=0.870
2026-06-10T06:21:56.3044784Z	2026-06-10T15:21:56.3044784+09:00	MoveNavScene	mode_changed	Browsing	4	2	0.4602	0.5704	from=Detail; to=Browsing; reason=detail_touch_exit; navigation=move; artifact_index=2; artifact_id=13; title=방패형 동기
2026-06-10T06:21:56.3044784Z	2026-06-10T15:21:56.3044784+09:00	MoveNavScene	detail_exited	Browsing	4	2	0.4602	0.5704	artifact_index=2; artifact_id=13; title=방패형 동기; navigation=move; reason=touch
2026-06-10T06:21:57.1214167Z	2026-06-10T15:21:57.1214167+09:00	MoveNavScene	candidate_changed	Browsing	5		0.5834	0.6301	from=4; to=5; reason=move_position; artifact_index=5; artifact_id=12; title=청자 상감 국화문 잔; 
2026-06-10T06:22:00.6723148Z	2026-06-10T15:22:00.6723148+09:00	MoveNavScene	touch_ended	Browsing	5		0.6451	0.6634	navigation=move
2026-06-10T06:22:01.1774601Z	2026-06-10T15:22:01.1774601+09:00	MoveNavScene	touch_started	Browsing	5		0.6574	0.6484	left(x=0.891, y=0.881, rawX=0.891, rawY=0.881, visibility=0.991, touching=True) right(x=0.542, y=0.758, rawX=0.542, rawY=0.758, visibility=0.609, touching=False) touchX=0.891, section=Right, touchLine=0.850, threshold=0.870
2026-06-10T06:22:01.1784621Z	2026-06-10T15:22:01.1784621+09:00	MoveNavScene	selection_confirmed	Browsing	5	5	0.6574	0.6484	artifact_index=5; artifact_id=12; title=청자 상감 국화문 잔; navigation=move
2026-06-10T06:22:01.1784621Z	2026-06-10T15:22:01.1784621+09:00	MoveNavScene	mode_changed	TouchConfirmed	5	5	0.6574	0.6484	from=Browsing; to=TouchConfirmed; reason=move_touch_confirmed; artifact_index=5; artifact_id=12; title=청자 상감 국화문 잔
