participant,participant_order,participant_session,condition,condition_session,source_file,timestamp_utc,seconds_from_active_start,event,mode,position,depth
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,2026-06-10 05:50:11.007889600+00:00,135.67256,touch_ended,Detail,0.6076,0.3099
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,2026-06-10 05:50:13.670980200+00:00,138.335651,touch_started,Detail,0.5798,0.319
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,2026-06-10 05:50:13.671980400+00:00,138.336651,mode_changed,Browsing,0.5798,0.319
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,2026-06-10 05:50:13.673488100+00:00,138.338159,detail_exited,Browsing,0.5798,0.319
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,2026-06-10 05:50:13.951785300+00:00,138.616456,touch_ended,Browsing,0.553,0.3167
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,2026-06-10 05:50:14.260163+00:00,138.924834,touch_started,Browsing,0.5335,0.3155
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,2026-06-10 05:50:14.261166700+00:00,138.925837,selection_confirmed,Browsing,0.5335,0.3155
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,2026-06-10 05:50:14.261688400+00:00,138.926359,mode_changed,Detail,0.5335,0.3155
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,2026-06-10 05:50:14.261688400+00:00,138.926359,detail_entered,Detail,0.5335,0.3155
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,2026-06-10 05:50:14.856258300+00:00,139.520929,touch_ended,Detail,0.5271,0.3154
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,2026-06-10 05:50:16.436658900+00:00,141.10133,touch_started,Detail,0.519,0.3143
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,2026-06-10 05:50:16.436658900+00:00,141.10133,mode_changed,Browsing,0.519,0.3143
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,2026-06-10 05:50:16.437829200+00:00,141.1025,detail_exited,Browsing,0.519,0.3143
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,2026-06-10 05:50:16.586599200+00:00,141.25127,touch_ended,Browsing,0.5192,0.3098
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,2026-06-10 05:50:16.893270700+00:00,141.557941,touch_started,Browsing,0.5223,0.3123
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,2026-06-10 05:50:16.894278200+00:00,141.558949,selection_confirmed,Browsing,0.5223,0.3123
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,2026-06-10 05:50:16.894784400+00:00,141.559455,mode_changed,Detail,0.5223,0.3123
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,2026-06-10 05:50:16.894784400+00:00,141.559455,detail_entered,Detail,0.5223,0.3123
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,2026-06-10 05:50:17.143480900+00:00,141.808152,touch_ended,Detail,0.5195,0.3098
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,2026-06-10 05:50:17.376356100+00:00,142.041027,touch_started,Detail,0.5152,0.3078
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,2026-06-10 05:50:17.376356100+00:00,142.041027,mode_changed,Browsing,0.5152,0.3078
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,2026-06-10 05:50:17.377361900+00:00,142.042033,detail_exited,Browsing,0.5152,0.3078
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,2026-06-10 05:50:17.554280300+00:00,142.218951,touch_ended,Browsing,0.5155,0.3095
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,2026-06-10 05:50:18.137185700+00:00,142.801856,touch_started,Browsing,0.5157,0.316
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,2026-06-10 05:50:18.137185700+00:00,142.801856,selection_confirmed,Browsing,0.5157,0.316
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,2026-06-10 05:50:18.138191200+00:00,142.802862,mode_changed,Detail,0.5157,0.316
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,2026-06-10 05:50:18.138191200+00:00,142.802862,detail_entered,Detail,0.5157,0.316
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,2026-06-10 05:50:18.523150100+00:00,143.187821,touch_ended,Detail,0.5219,0.3149
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,2026-06-10 05:50:19.947895900+00:00,144.612567,touch_started,Detail,0.5136,0.3075
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,2026-06-10 05:50:19.949430400+00:00,144.614101,mode_changed,Browsing,0.5136,0.3075
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,2026-06-10 05:50:19.949430400+00:00,144.614101,detail_exited,Browsing,0.5136,0.3075
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,2026-06-10 05:50:20.893618600+00:00,145.558289,touch_ended,Browsing,0.4854,0.3186
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,2026-06-10 05:50:21.143940900+00:00,145.808612,touch_started,Browsing,0.4804,0.3248
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,2026-06-10 05:50:21.145382600+00:00,145.810053,selection_confirmed,Browsing,0.4804,0.3248
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,2026-06-10 05:50:21.145382600+00:00,145.810053,mode_changed,Detail,0.4804,0.3248
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,2026-06-10 05:50:21.146382500+00:00,145.811053,detail_entered,Detail,0.4804,0.3248
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,2026-06-10 05:50:21.487251400+00:00,146.151922,touch_ended,Detail,0.4886,0.329
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,2026-06-10 05:50:21.838514500+00:00,146.503185,touch_started,Detail,0.4818,0.3395
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,2026-06-10 05:50:21.838514500+00:00,146.503185,mode_changed,Browsing,0.4818,0.3395
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,2026-06-10 05:50:21.838514500+00:00,146.503185,detail_exited,Browsing,0.4818,0.3395
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,2026-06-10 05:50:22.659301100+00:00,147.323972,touch_ended,Browsing,0.4812,0.3381
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,2026-06-10 05:50:30.331726+00:00,154.996397,touch_started,Browsing,0.4809,0.3372
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,2026-06-10 05:50:30.332725100+00:00,154.997396,selection_confirmed,Browsing,0.4809,0.3372
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,2026-06-10 05:50:30.333230100+00:00,154.997901,mode_changed,Detail,0.4809,0.3372
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,2026-06-10 05:50:30.333230100+00:00,154.997901,detail_entered,Detail,0.4809,0.3372
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,2026-06-10 05:50:32.488867600+00:00,157.153538,touch_ended,Detail,0.5042,0.3571
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,2026-06-10 05:50:33.158283100+00:00,157.822954,touch_started,Detail,0.4864,0.3435
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,2026-06-10 05:50:33.159286500+00:00,157.823957,mode_changed,Browsing,0.4864,0.3435
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,2026-06-10 05:50:33.159286500+00:00,157.823957,detail_exited,Browsing,0.4864,0.3435
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,2026-06-10 05:50:34.757060700+00:00,159.421731,touch_ended,Browsing,0.4595,0.3239
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,2026-06-10 05:50:35.121804400+00:00,159.786475,touch_started,Browsing,0.4513,0.3465
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,2026-06-10 05:50:35.123309500+00:00,159.78798,selection_confirmed,Browsing,0.4513,0.3465
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,2026-06-10 05:50:35.123309500+00:00,159.78798,mode_changed,Detail,0.4513,0.3465
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,2026-06-10 05:50:35.123309500+00:00,159.78798,detail_entered,Detail,0.4513,0.3465
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,2026-06-10 05:50:37.528738100+00:00,162.193409,touch_ended,Detail,0.4547,0.3146
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,2026-06-10 05:50:37.667703500+00:00,162.332374,touch_started,Detail,0.4528,0.3158
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,2026-06-10 05:50:37.669053900+00:00,162.333725,mode_changed,Browsing,0.4528,0.3158
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,2026-06-10 05:50:37.669053900+00:00,162.333725,detail_exited,Browsing,0.4528,0.3158
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,2026-06-10 05:50:40.099125800+00:00,164.763797,pose_tracking_lost,Browsing,0.4582,0.3128
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,2026-06-10 05:50:40.100132500+00:00,164.764803,mode_changed,Overview,0.4582,0.3128
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,2026-06-10 05:50:40.122973700+00:00,164.787644,pose_tracking_restored,Overview,0.4582,0.3128
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,2026-06-10 05:50:40.123979600+00:00,164.78865,mode_changed,Browsing,0.4575,0.3128
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,2026-06-10 05:50:40.124483900+00:00,164.789155,candidate_changed,Browsing,0.4575,0.3128
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,2026-06-10 05:50:42.262258300+00:00,166.926929,touch_started,Browsing,0.4109,0.348
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,2026-06-10 05:50:42.263265900+00:00,166.927937,selection_confirmed,Browsing,0.4109,0.348
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,2026-06-10 05:50:42.263771+00:00,166.928442,mode_changed,Detail,0.4109,0.348
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,2026-06-10 05:50:42.263771+00:00,166.928442,detail_entered,Detail,0.4109,0.348
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,2026-06-10 05:50:43.067053100+00:00,167.731724,touch_ended,Detail,0.4362,0.316
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,2026-06-10 05:50:46.182273400+00:00,170.846944,touch_started,Detail,0.4252,0.3361
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,2026-06-10 05:50:46.182803600+00:00,170.847474,mode_changed,Browsing,0.4252,0.3361
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,2026-06-10 05:50:46.182803600+00:00,170.847474,detail_exited,Browsing,0.4252,0.3361
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,2026-06-10 05:50:46.764825500+00:00,171.429496,touch_ended,Browsing,0.4264,0.3324
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,2026-06-10 05:50:50.053188400+00:00,174.717859,touch_started,Browsing,0.4343,0.3469
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,2026-06-10 05:50:50.053188400+00:00,174.717859,selection_confirmed,Browsing,0.4343,0.3469
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,2026-06-10 05:50:50.054624500+00:00,174.719295,mode_changed,Detail,0.4343,0.3469
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,2026-06-10 05:50:50.054624500+00:00,174.719295,detail_entered,Detail,0.4343,0.3469
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,2026-06-10 05:50:50.266959700+00:00,174.93163,touch_ended,Detail,0.4258,0.3344
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,2026-06-10 05:50:50.523435400+00:00,175.188106,touch_started,Detail,0.3912,0.3405
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,2026-06-10 05:50:50.524441700+00:00,175.189112,mode_changed,Browsing,0.3912,0.3405
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,2026-06-10 05:50:50.524441700+00:00,175.189112,detail_exited,Browsing,0.3912,0.3405
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,2026-06-10 05:50:51.833240300+00:00,176.497911,touch_ended,Browsing,0.4007,0.3137
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,2026-06-10 05:50:52.243963800+00:00,176.908635,touch_started,Browsing,0.3961,0.3315
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,2026-06-10 05:50:52.244963300+00:00,176.909634,selection_confirmed,Browsing,0.3961,0.3315
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,2026-06-10 05:50:52.245468400+00:00,176.910139,mode_changed,Detail,0.3961,0.3315
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,2026-06-10 05:50:52.245468400+00:00,176.910139,detail_entered,Detail,0.3961,0.3315
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,2026-06-10 05:50:52.992826900+00:00,177.657498,touch_ended,Detail,0.4146,0.3009
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,2026-06-10 05:50:53.133127300+00:00,177.797798,touch_started,Detail,0.4078,0.317
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,2026-06-10 05:50:53.133645600+00:00,177.798316,mode_changed,Browsing,0.4078,0.317
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,2026-06-10 05:50:53.133645600+00:00,177.798316,detail_exited,Browsing,0.4078,0.317
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,2026-06-10 05:50:53.494238400+00:00,178.158909,touch_ended,Browsing,0.4136,0.3177
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,2026-06-10 05:50:54.307589500+00:00,178.97226,touch_started,Browsing,0.4161,0.3179
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,2026-06-10 05:50:54.307589500+00:00,178.97226,selection_confirmed,Browsing,0.4161,0.3179
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,2026-06-10 05:50:54.308595600+00:00,178.973266,mode_changed,Detail,0.4161,0.3179
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,2026-06-10 05:50:54.309101300+00:00,178.973772,detail_entered,Detail,0.4161,0.3179
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,2026-06-10 05:50:55.216220600+00:00,179.880891,touch_ended,Detail,0.4103,0.3185
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,2026-06-10 05:50:55.534009700+00:00,180.19868,touch_started,Detail,0.4078,0.3249
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,2026-06-10 05:50:55.536153500+00:00,180.200824,mode_changed,Browsing,0.4078,0.3249
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,2026-06-10 05:50:55.536153500+00:00,180.200824,detail_exited,Browsing,0.4078,0.3249
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,2026-06-10 05:50:58.240765400+00:00,182.905436,touch_ended,Browsing,0.4079,0.3037
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,2026-06-10 05:51:00.369183400+00:00,185.033854,touch_started,Browsing,0.3681,0.3092
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,2026-06-10 05:51:00.369183400+00:00,185.033854,candidate_changed,Browsing,0.3681,0.3092
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,2026-06-10 05:51:00.644993500+00:00,185.309664,touch_ended,Browsing,0.381,0.2947
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,2026-06-10 05:51:01.291691100+00:00,185.956362,touch_started,Browsing,0.3773,0.3063
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,2026-06-10 05:51:01.291691100+00:00,185.956362,candidate_changed,Browsing,0.3773,0.3063
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,2026-06-10 05:51:01.504439900+00:00,186.169111,touch_ended,Browsing,0.3772,0.2992
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,2026-06-10 05:51:02.612944500+00:00,187.277615,pose_tracking_lost,Browsing,0.3578,0.3145
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,2026-06-10 05:51:02.614975400+00:00,187.279646,mode_changed,Overview,0.3578,0.3145
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,2026-06-10 05:51:03.149733800+00:00,187.814405,pose_tracking_restored,Overview,0.3578,0.3145
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,2026-06-10 05:51:03.149733800+00:00,187.814405,mode_changed,Browsing,0.358,0.3146
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,2026-06-10 05:51:03.149733800+00:00,187.814405,candidate_changed,Browsing,0.358,0.3146
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,2026-06-10 05:51:07.986675800+00:00,192.651347,touch_started,Browsing,0.5769,0.309
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,2026-06-10 05:51:07.987684+00:00,192.652355,candidate_changed,Browsing,0.5769,0.309
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,2026-06-10 05:51:08.336534800+00:00,193.001206,touch_ended,Browsing,0.5772,0.2972
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,2026-06-10 05:51:08.893840600+00:00,193.558511,touch_started,Browsing,0.5782,0.3216
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,2026-06-10 05:51:08.894841300+00:00,193.559512,candidate_changed,Browsing,0.5782,0.3216
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,2026-06-10 05:51:10.524296+00:00,195.188967,touch_ended,Browsing,0.5772,0.3062
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,2026-06-10 05:51:11.680394500+00:00,196.345065,touch_started,Browsing,0.588,0.3189
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,2026-06-10 05:51:11.681901700+00:00,196.346572,selection_confirmed,Browsing,0.588,0.3189
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,2026-06-10 05:51:11.681901700+00:00,196.346572,mode_changed,Detail,0.588,0.3189
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,2026-06-10 05:51:11.682419+00:00,196.34709,detail_entered,Detail,0.588,0.3189
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,2026-06-10 05:51:12.652951700+00:00,197.317622,touch_ended,Detail,0.5887,0.2919
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,2026-06-10 05:51:14.237591+00:00,198.902262,touch_started,Detail,0.6156,0.3122
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,2026-06-10 05:51:14.237591+00:00,198.902262,mode_changed,Browsing,0.6156,0.3122
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,2026-06-10 05:51:14.238597+00:00,198.903268,detail_exited,Browsing,0.6156,0.3122
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,2026-06-10 05:51:14.424388900+00:00,199.08906,touch_ended,Browsing,0.6365,0.3042
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,2026-06-10 05:51:15.927396500+00:00,200.592067,touch_started,Browsing,0.6925,0.3133
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,2026-06-10 05:51:15.927396500+00:00,200.592067,candidate_changed,Browsing,0.6925,0.3133
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,2026-06-10 05:51:17.070344200+00:00,201.735015,touch_ended,Browsing,0.6906,0.317
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,2026-06-10 05:51:18.141392200+00:00,202.806063,touch_started,Browsing,0.6873,0.3057
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,2026-06-10 05:51:18.142900300+00:00,202.807571,candidate_changed,Browsing,0.6873,0.3057
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,2026-06-10 05:51:19.753425200+00:00,204.418096,touch_ended,Browsing,0.6761,0.3019
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,2026-06-10 05:51:19.819431+00:00,204.484102,touch_started,Browsing,0.669,0.3005
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,2026-06-10 05:51:19.820437400+00:00,204.485108,selection_confirmed,Browsing,0.669,0.3005
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,2026-06-10 05:51:19.820437400+00:00,204.485108,mode_changed,Detail,0.669,0.3005
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,2026-06-10 05:51:19.820437400+00:00,204.485108,detail_entered,Detail,0.669,0.3005
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,2026-06-10 05:51:21.089879200+00:00,205.75455,touch_ended,Detail,0.616,0.3233
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,2026-06-10 05:51:22.017470200+00:00,206.682141,space_pressed,Detail,0.6586,0.3484
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,2026-06-10 05:51:25.862973100+00:00,210.527644,pose_tracking_lost,Detail,0.5911,0.8123
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,2026-06-10 05:51:25.863982900+00:00,210.528654,mode_changed,Overview,0.5911,0.8123
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,2026-06-10 05:51:25.900076700+00:00,210.564747,intro_back_clicked,Overview,0.5911,0.8123
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,2026-06-10 05:51:25.904112400+00:00,210.568783,session_end,Overview,0.5911,0.8123
2,TouchFirst,4,Ours,1,user_events_20260610_145432_576.tsv,2026-06-10 05:54:32.577483900+00:00,-12.870754,session_start,Overview,0.5,0.5
2,TouchFirst,4,Ours,1,user_events_20260610_145432_576.tsv,2026-06-10 05:54:32.586113300+00:00,-12.862125,pose_tracking_lost,Overview,0.5,0.5
2,TouchFirst,4,Ours,1,user_events_20260610_145432_576.tsv,2026-06-10 05:54:45.446732800+00:00,-0.0015060000000000073,pose_tracking_restored,Overview,0.5,0.5
2,TouchFirst,4,Ours,1,user_events_20260610_145432_576.tsv,2026-06-10 05:54:45.448237900+00:00,0.0,mode_changed,Browsing,0.501,0.4957
2,TouchFirst,4,Ours,1,user_events_20260610_145432_576.tsv,2026-06-10 05:54:45.449759500+00:00,0.001521,candidate_changed,Browsing,0.501,0.4957
2,TouchFirst,4,Ours,1,user_events_20260610_145432_576.tsv,2026-06-10 05:54:45.657323700+00:00,0.209085,candidate_changed,Browsing,0.5835,0.1589
2,TouchFirst,4,Ours,1,user_events_20260610_145432_576.tsv,2026-06-10 05:54:53.117839500+00:00,7.669601,candidate_changed,Browsing,0.7507,0.5467
2,TouchFirst,4,Ours,1,user_events_20260610_145432_576.tsv,2026-06-10 05:54:55.622848100+00:00,10.17461,touch_started,Browsing,0.8167,0.5946
2,TouchFirst,4,Ours,1,user_events_20260610_145432_576.tsv,2026-06-10 05:54:55.622848100+00:00,10.17461,selection_confirmed,Browsing,0.8167,0.5946
2,TouchFirst,4,Ours,1,user_events_20260610_145432_576.tsv,2026-06-10 05:54:55.624089200+00:00,10.175851,mode_changed,TouchConfirmed,0.8167,0.5946
2,TouchFirst,4,Ours,1,user_events_20260610_145432_576.tsv,2026-06-10 05:54:56.077074100+00:00,10.628836,mode_changed,Detail,0.7807,0.627
2,TouchFirst,4,Ours,1,user_events_20260610_145432_576.tsv,2026-06-10 05:54:56.077578700+00:00,10.62934,detail_entered,Detail,0.7807,0.627
2,TouchFirst,4,Ours,1,user_events_20260610_145432_576.tsv,2026-06-10 05:54:56.268966700+00:00,10.820728,touch_ended,Detail,0.7779,0.6305
2,TouchFirst,4,Ours,1,user_events_20260610_145432_576.tsv,2026-06-10 05:54:58.817352100+00:00,13.369114,candidate_changed,Detail,0.9169,0.5513
2,TouchFirst,4,Ours,1,user_events_20260610_145432_576.tsv,2026-06-10 05:54:59.965624500+00:00,14.517386,candidate_changed,Detail,0.9166,0.5519
2,TouchFirst,4,Ours,1,user_events_20260610_145432_576.tsv,2026-06-10 05:55:00.213235200+00:00,14.764997,touch_started,Detail,0.8806,0.5899
2,TouchFirst,4,Ours,1,user_events_20260610_145432_576.tsv,2026-06-10 05:55:00.213235200+00:00,14.764997,mode_changed,Browsing,0.8806,0.5899
2,TouchFirst,4,Ours,1,user_events_20260610_145432_576.tsv,2026-06-10 05:55:00.214753800+00:00,14.766515,detail_exited,Browsing,0.8806,0.5899
2,TouchFirst,4,Ours,1,user_events_20260610_145432_576.tsv,2026-06-10 05:55:00.911337300+00:00,15.463099,touch_ended,Browsing,0.8281,0.6344
2,TouchFirst,4,Ours,1,user_events_20260610_145432_576.tsv,2026-06-10 05:55:02.529673700+00:00,17.081435,candidate_changed,Browsing,0.9167,0.5128
2,TouchFirst,4,Ours,1,user_events_20260610_145432_576.tsv,2026-06-10 05:55:05.776278300+00:00,20.32804,candidate_changed,Browsing,0.9153,0.553
2,TouchFirst,4,Ours,1,user_events_20260610_145432_576.tsv,2026-06-10 05:55:11.989357800+00:00,26.541119,touch_started,Browsing,0.7848,0.5944
2,TouchFirst,4,Ours,1,user_events_20260610_145432_576.tsv,2026-06-10 05:55:11.990364+00:00,26.542126,selection_confirmed,Browsing,0.7848,0.5944
2,TouchFirst,4,Ours,1,user_events_20260610_145432_576.tsv,2026-06-10 05:55:11.990364+00:00,26.542126,mode_changed,TouchConfirmed,0.7848,0.5944
2,TouchFirst,4,Ours,1,user_events_20260610_145432_576.tsv,2026-06-10 05:55:12.439653900+00:00,26.991416,mode_changed,Detail,0.7603,0.6203
2,TouchFirst,4,Ours,1,user_events_20260610_145432_576.tsv,2026-06-10 05:55:12.441159100+00:00,26.992921,detail_entered,Detail,0.7603,0.6203
2,TouchFirst,4,Ours,1,user_events_20260610_145432_576.tsv,2026-06-10 05:55:13.330892300+00:00,27.882654,touch_ended,Detail,0.7623,0.6248
2,TouchFirst,4,Ours,1,user_events_20260610_145432_576.tsv,2026-06-10 05:55:15.663927700+00:00,30.215689,space_pressed,Detail,0.7682,0.5968
2,TouchFirst,4,Ours,1,user_events_20260610_145432_576.tsv,2026-06-10 05:55:17.630163500+00:00,32.181925,candidate_changed,Detail,0.749,0.5901
2,TouchFirst,4,Ours,1,user_events_20260610_145432_576.tsv,2026-06-10 05:55:17.915436200+00:00,32.467198,touch_started,Detail,0.7002,0.5834
