participant,participant_order,participant_session,condition,condition_session,source_file,from_mode,to_mode,transition,direction,position,depth,pre_3s_events,pre_3s_candidate_changes,pre_3s_path_distance,pre_3s_position_delta,pre_3s_depth_delta
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,Browsing,Detail,Browsing -> Detail,forward,0.4009,0.3113,6,0,0.07135377707779046,-0.021699999999999997,-0.01699999999999996
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,Detail,Browsing,Detail -> Browsing,backward,0.3797,0.3177,7,0,0.05084571833481051,-0.039600000000000024,0.023999999999999966
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,Browsing,Detail,Browsing -> Detail,forward,0.5064,0.3061,8,1,0.14943013416604278,0.12459999999999999,0.0237
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,Detail,Browsing,Detail -> Browsing,backward,0.5901,0.3132,8,0,0.20533149096019163,0.19169999999999998,0.024999999999999967
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,Browsing,Detail,Browsing -> Detail,forward,0.5586,0.3097,5,1,0.09393660521258926,-0.041000000000000036,0.002599999999999991
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,Detail,Browsing,Detail -> Browsing,backward,0.518,0.3145,9,1,0.10692902695701736,-0.09639999999999993,-0.021299999999999986
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,Browsing,Overview,Browsing -> Overview,backward,0.393,0.2775,1,0,0.0,0.0,0.0
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,Overview,Browsing,Overview -> Browsing,forward,0.3929,0.2776,3,0,0.0,-9.999999999998899e-05,9.999999999998899e-05
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,Browsing,Detail,Browsing -> Detail,forward,0.5357,0.332,4,1,0.20133695816786035,0.20059999999999995,0.015600000000000003
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,Detail,Browsing,Detail -> Browsing,backward,0.575,0.3235,7,0,0.0790857869802499,0.07299999999999995,-0.008599999999999997
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,Browsing,Detail,Browsing -> Detail,forward,0.6112,0.3255,2,0,0.017724841325100774,0.0020999999999999908,0.017600000000000005
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,Detail,Browsing,Detail -> Browsing,backward,0.5866,0.3817,2,0,0.0680571818399792,-0.022299999999999986,0.06429999999999997
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,Browsing,Detail,Browsing -> Detail,forward,0.6064,0.3422,2,0,0.015516765126791099,-0.0018999999999999018,0.015400000000000025
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,Detail,Browsing,Detail -> Browsing,backward,0.5798,0.319,2,0,0.029251495688255028,-0.027800000000000047,0.009099999999999997
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,Browsing,Detail,Browsing -> Detail,forward,0.5335,0.3155,6,0,0.0464354011562489,-0.04630000000000001,-0.003500000000000003
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,Detail,Browsing,Detail -> Browsing,backward,0.519,0.3143,9,0,0.05283618235857096,-0.060799999999999965,-0.004699999999999982
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,Browsing,Detail,Browsing -> Detail,forward,0.5223,0.3123,12,0,0.04259892331776444,-0.03070000000000006,-0.0043999999999999595
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,Detail,Browsing,Detail -> Browsing,backward,0.5152,0.3078,10,0,0.02041491880506909,-0.011900000000000022,-0.007599999999999996
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,Browsing,Detail,Browsing -> Detail,forward,0.5157,0.316,15,0,0.025212274803865325,-0.0032999999999999696,0.0016999999999999793
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,Detail,Browsing,Detail -> Browsing,backward,0.5136,0.3075,11,0,0.030388332878956474,-0.005900000000000016,-0.0023000000000000242
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,Browsing,Detail,Browsing -> Detail,forward,0.4804,0.3248,6,0,0.049390665269028834,-0.04150000000000004,0.009899999999999964
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,Detail,Browsing,Detail -> Browsing,backward,0.4818,0.3395,9,0,0.04748389735754018,-0.03179999999999994,0.03200000000000003
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,Browsing,Detail,Browsing -> Detail,forward,0.4809,0.3372,2,0,0.0,0.0,0.0
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,Detail,Browsing,Detail -> Browsing,backward,0.4864,0.3435,6,0,0.05304236799966071,0.005500000000000005,0.006300000000000028
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,Browsing,Detail,Browsing -> Detail,forward,0.4513,0.3465,6,0,0.07972570233440274,-0.0529,-0.010599999999999998
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,Detail,Browsing,Detail -> Browsing,backward,0.4528,0.3158,7,0,0.0583695306096919,-0.006700000000000039,-0.008099999999999996
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,Browsing,Overview,Browsing -> Overview,backward,0.4582,0.3128,5,0,0.00842459859001667,0.003500000000000003,-0.0017999999999999683
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,Overview,Browsing,Overview -> Browsing,forward,0.4575,0.3128,7,0,0.00842459859001667,0.0028000000000000247,-0.0017999999999999683
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,Browsing,Detail,Browsing -> Detail,forward,0.4109,0.348,7,1,0.059100342464749274,-0.04730000000000001,0.035199999999999954
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,Detail,Browsing,Detail -> Browsing,backward,0.4252,0.3361,1,0,0.0,0.0,0.0
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,Browsing,Detail,Browsing -> Detail,forward,0.4343,0.3469,2,0,0.0,0.0,0.0
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,Detail,Browsing,Detail -> Browsing,backward,0.3912,0.3405,6,0,0.05024981860734025,-0.04310000000000003,-0.006399999999999961
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,Browsing,Detail,Browsing -> Detail,forward,0.3961,0.3315,11,0,0.09706855348888557,-0.03820000000000001,-0.01539999999999997
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,Detail,Browsing,Detail -> Browsing,backward,0.4078,0.317,11,0,0.13518712146431971,-0.018000000000000016,-0.01739999999999997
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,Browsing,Detail,Browsing -> Detail,forward,0.4161,0.3179,12,0,0.07996963665250373,0.015400000000000025,0.004200000000000037
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,Detail,Browsing,Detail -> Browsing,backward,0.4078,0.3249,11,0,0.038529109068255074,-0.006800000000000028,0.02400000000000002
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,Browsing,Overview,Browsing -> Overview,backward,0.3578,0.3145,7,2,0.06339151664556039,-0.010299999999999976,0.005300000000000027
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,Overview,Browsing,Overview -> Browsing,forward,0.358,0.3146,8,2,0.06339151664556039,-0.010099999999999998,0.005400000000000016
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,Browsing,Detail,Browsing -> Detail,forward,0.588,0.3189,4,1,0.032103666086959616,0.00979999999999992,-0.00269999999999998
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,Detail,Browsing,Detail -> Browsing,backward,0.6156,0.3122,5,0,0.027009072549793362,0.02760000000000007,-0.006700000000000039
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,Browsing,Detail,Browsing -> Detail,forward,0.669,0.3005,5,1,0.030835800193708872,-0.021599999999999953,-0.016500000000000015
2,TouchFirst,3,Baseline,3,user_events_20260610_144754_139.tsv,Detail,Overview,Detail -> Overview,backward,0.5911,0.8123,1,0,0.0,0.0,0.0
2,TouchFirst,4,Ours,1,user_events_20260610_145432_576.tsv,Overview,Browsing,Overview -> Browsing,forward,0.501,0.4957,1,0,0.0,0.0010000000000000009,-0.004300000000000026
2,TouchFirst,4,Ours,1,user_events_20260610_145432_576.tsv,Browsing,TouchConfirmed,Browsing -> TouchConfirmed,forward,0.8167,0.5946,3,1,0.08155004598404587,0.06599999999999995,0.047900000000000054
2,TouchFirst,4,Ours,1,user_events_20260610_145432_576.tsv,TouchConfirmed,Detail,TouchConfirmed -> Detail,forward,0.7807,0.627,4,1,0.08155004598404587,0.029999999999999916,0.08030000000000004
2,TouchFirst,4,Ours,1,user_events_20260610_145432_576.tsv,Detail,Browsing,Detail -> Browsing,backward,0.8806,0.5899,2,2,0.0006708203932499127,-0.0363,0.03859999999999997
2,TouchFirst,4,Ours,1,user_events_20260610_145432_576.tsv,Browsing,TouchConfirmed,Browsing -> TouchConfirmed,forward,0.7848,0.5944,1,0,0.0,0.0,0.0
2,TouchFirst,4,Ours,1,user_events_20260610_145432_576.tsv,TouchConfirmed,Detail,TouchConfirmed -> Detail,forward,0.7603,0.6203,3,0,0.0,-0.024500000000000077,0.025899999999999923
2,TouchFirst,4,Ours,1,user_events_20260610_145432_576.tsv,Detail,Browsing,Detail -> Browsing,backward,0.7002,0.5834,2,1,0.020335437049643173,-0.06799999999999995,-0.013399999999999967
2,TouchFirst,4,Ours,1,user_events_20260610_145432_576.tsv,Browsing,TouchConfirmed,Browsing -> TouchConfirmed,forward,0.7089,0.6329,1,1,0.0,0.123,0.02210000000000001
2,TouchFirst,4,Ours,1,user_events_20260610_145432_576.tsv,TouchConfirmed,Detail,TouchConfirmed -> Detail,forward,0.7006,0.6443,5,1,0.142872150102154,0.11470000000000002,0.033499999999999974
2,TouchFirst,5,Ours,2,user_events_20260610_145538_801.tsv,Overview,Browsing,Overview -> Browsing,forward,0.5012,0.4952,1,0,0.0,0.0011999999999999789,-0.0048000000000000265
2,TouchFirst,5,Ours,2,user_events_20260610_145538_801.tsv,Browsing,TouchConfirmed,Browsing -> TouchConfirmed,forward,0.292,0.6302,4,2,0.3769414976065272,-0.2908,0.23969999999999997
2,TouchFirst,5,Ours,2,user_events_20260610_145538_801.tsv,TouchConfirmed,Detail,TouchConfirmed -> Detail,forward,0.3127,0.6478,4,1,0.15813443647732142,-0.1038,0.11510000000000009
2,TouchFirst,5,Ours,2,user_events_20260610_145538_801.tsv,Detail,Browsing,Detail -> Browsing,backward,0.619,0.5941,2,1,0.08683317338436956,0.035599999999999965,0.07919999999999994
2,TouchFirst,5,Ours,2,user_events_20260610_145538_801.tsv,Browsing,TouchConfirmed,Browsing -> TouchConfirmed,forward,0.5637,0.668,0,0,0.0,,
2,TouchFirst,5,Ours,2,user_events_20260610_145538_801.tsv,TouchConfirmed,Detail,TouchConfirmed -> Detail,forward,0.5719,0.6731,3,0,0.0,0.008199999999999985,0.005099999999999993
2,TouchFirst,6,Ours,3,user_events_20260610_145619_786.tsv,Overview,Browsing,Overview -> Browsing,forward,0.5015,0.4942,1,0,0.0,0.0014999999999999458,-0.005800000000000027
2,TouchFirst,6,Ours,3,user_events_20260610_145619_786.tsv,Browsing,TouchConfirmed,Browsing -> TouchConfirmed,forward,0.2877,0.6272,3,2,0.0955455718469363,0.0383,0.08299999999999996
2,TouchFirst,6,Ours,3,user_events_20260610_145619_786.tsv,TouchConfirmed,Detail,TouchConfirmed -> Detail,forward,0.3134,0.6471,5,2,0.0955455718469363,0.064,0.10289999999999999
2,TouchFirst,6,Ours,3,user_events_20260610_145619_786.tsv,Detail,Browsing,Detail -> Browsing,backward,0.3856,0.626,0,0,0.0,,
2,TouchFirst,6,Ours,3,user_events_20260610_145619_786.tsv,Browsing,TouchConfirmed,Browsing -> TouchConfirmed,forward,0.2314,0.6625,3,1,0.02202203442009843,-0.0184,0.0121
2,TouchFirst,6,Ours,3,user_events_20260610_145619_786.tsv,TouchConfirmed,Detail,TouchConfirmed -> Detail,forward,0.2449,0.6776,4,1,0.02202203442009843,-0.004899999999999988,0.027200000000000002
2,TouchFirst,6,Ours,3,user_events_20260610_145619_786.tsv,Detail,Browsing,Detail -> Browsing,backward,0.4726,0.6206,2,1,0.09858118481738799,0.055900000000000005,0.08120000000000005
2,TouchFirst,6,Ours,3,user_events_20260610_145619_786.tsv,Browsing,TouchConfirmed,Browsing -> TouchConfirmed,forward,0.498,0.6152,5,1,0.1401970471777909,0.08129999999999998,0.07579999999999998
2,TouchFirst,6,Ours,3,user_events_20260610_145619_786.tsv,TouchConfirmed,Detail,TouchConfirmed -> Detail,forward,0.5169,0.6499,8,1,0.16948527006686365,0.10020000000000001,0.11050000000000004
3,MoveFirst,1,Ours,1,user_events_20260610_151932_608.tsv,Overview,Browsing,Overview -> Browsing,forward,0.4938,0.4838,1,0,0.0,-0.006199999999999983,-0.016199999999999992
3,MoveFirst,1,Ours,1,user_events_20260610_151932_608.tsv,Browsing,Overview,Browsing -> Overview,backward,0.3504,0.1123,5,2,0.4155616963574989,-0.1496,-0.3877
3,MoveFirst,1,Ours,1,user_events_20260610_151932_608.tsv,Overview,Browsing,Overview -> Browsing,forward,0.3519,0.1125,7,2,0.4155616963574989,-0.1481,-0.3875
3,MoveFirst,1,Ours,1,user_events_20260610_151932_608.tsv,Browsing,Overview,Browsing -> Overview,backward,0.483,0.1333,11,4,0.5499203851637897,-0.017000000000000015,-0.3667
3,MoveFirst,1,Ours,1,user_events_20260610_151932_608.tsv,Overview,Browsing,Overview -> Browsing,forward,0.4863,0.1323,9,2,0.13435868880629084,0.13590000000000002,0.020000000000000004
3,MoveFirst,1,Ours,1,user_events_20260610_151932_608.tsv,Browsing,Overview,Browsing -> Overview,backward,0.6383,0.0916,5,2,0.16093104009832915,0.1553,-0.0417
3,MoveFirst,1,Ours,1,user_events_20260610_151932_608.tsv,Overview,Browsing,Overview -> Browsing,forward,0.6366,0.0917,2,0,0.0,-0.0016999999999999238,0.00010000000000000286
3,MoveFirst,1,Ours,1,user_events_20260610_151932_608.tsv,Browsing,TouchConfirmed,Browsing -> TouchConfirmed,forward,0.1459,0.6182,3,1,0.11973078133880193,-0.10389999999999999,0.0595
3,MoveFirst,1,Ours,1,user_events_20260610_151932_608.tsv,TouchConfirmed,Detail,TouchConfirmed -> Detail,forward,0.1515,0.64,5,1,0.13825266029316294,-0.0983,0.08130000000000004
3,MoveFirst,1,Ours,1,user_events_20260610_151932_608.tsv,Detail,Browsing,Detail -> Browsing,backward,0.1521,0.6408,7,1,0.14532514217719772,-0.09769999999999998,0.08210000000000006
3,MoveFirst,1,Ours,1,user_events_20260610_151932_608.tsv,Browsing,TouchConfirmed,Browsing -> TouchConfirmed,forward,0.2,0.6595,11,0,0.08327899796725238,0.05410000000000001,0.0413
3,MoveFirst,1,Ours,1,user_events_20260610_151932_608.tsv,TouchConfirmed,Detail,TouchConfirmed -> Detail,forward,0.2169,0.6792,13,0,0.08327899796725238,0.07100000000000001,0.061000000000000054
3,MoveFirst,1,Ours,1,user_events_20260610_151932_608.tsv,Detail,Browsing,Detail -> Browsing,backward,0.4623,0.6071,1,0,0.0,0.0,0.0
3,MoveFirst,1,Ours,1,user_events_20260610_151932_608.tsv,Browsing,TouchConfirmed,Browsing -> TouchConfirmed,forward,0.6367,0.6087,2,1,0.2866980641720484,0.053300000000000014,0.2817
3,MoveFirst,1,Ours,1,user_events_20260610_151932_608.tsv,TouchConfirmed,Detail,TouchConfirmed -> Detail,forward,0.7147,0.6558,3,0,0.0,0.07799999999999996,0.04710000000000003
3,MoveFirst,1,Ours,1,user_events_20260610_151932_608.tsv,Detail,Overview,Detail -> Overview,backward,0.5334,0.1395,2,1,0.21786796460241697,-0.049800000000000066,-0.2121
3,MoveFirst,2,Ours,2,user_events_20260610_152122_594.tsv,Overview,Browsing,Overview -> Browsing,forward,0.4976,0.4884,1,0,0.0,-0.0024000000000000132,-0.0116
3,MoveFirst,2,Ours,2,user_events_20260610_152122_594.tsv,Browsing,TouchConfirmed,Browsing -> TouchConfirmed,forward,0.1141,0.6486,2,2,0.3471045951870992,-0.30250000000000005,0.41019999999999995
3,MoveFirst,2,Ours,2,user_events_20260610_152122_594.tsv,TouchConfirmed,Detail,TouchConfirmed -> Detail,forward,0.1029,0.6616,5,2,0.5191747262383656,-0.31370000000000003,0.42319999999999997
3,MoveFirst,2,Ours,2,user_events_20260610_152122_594.tsv,Detail,Browsing,Detail -> Browsing,backward,0.4602,0.5704,4,2,0.3019544018954003,0.2804,0.028800000000000048
3,MoveFirst,2,Ours,2,user_events_20260610_152122_594.tsv,Browsing,TouchConfirmed,Browsing -> TouchConfirmed,forward,0.6574,0.6484,2,0,0.019398195792392648,0.012299999999999978,-0.015000000000000013
3,MoveFirst,2,Ours,2,user_events_20260610_152122_594.tsv,TouchConfirmed,Detail,TouchConfirmed -> Detail,forward,0.6618,0.6542,4,0,0.019398195792392648,0.016700000000000048,-0.009199999999999986
3,MoveFirst,2,Ours,2,user_events_20260610_152122_594.tsv,Detail,Browsing,Detail -> Browsing,backward,0.7145,0.6212,1,0,0.0,0.0,0.0
3,MoveFirst,2,Ours,2,user_events_20260610_152122_594.tsv,Browsing,TouchConfirmed,Browsing -> TouchConfirmed,forward,0.9977,0.6256,2,2,0.16988928747864,0.24680000000000002,0.0049000000000000155
3,MoveFirst,2,Ours,2,user_events_20260610_152122_594.tsv,TouchConfirmed,Detail,TouchConfirmed -> Detail,forward,0.9988,0.6307,4,1,0.09092337433245656,0.08200000000000007,0.046600000000000086
3,MoveFirst,2,Ours,2,user_events_20260610_152122_594.tsv,Detail,Overview,Detail -> Overview,backward,0.7058,0.1586,2,2,0.23975191344387642,-0.21040000000000003,-0.29710000000000003
3,MoveFirst,3,Ours,3,user_events_20260610_152243_982.tsv,Overview,Browsing,Overview -> Browsing,forward,0.4992,0.4957,1,0,0.0,-0.0008000000000000229,-0.004300000000000026
3,MoveFirst,3,Ours,3,user_events_20260610_152243_982.tsv,Browsing,TouchConfirmed,Browsing -> TouchConfirmed,forward,0.7171,0.621,2,1,0.23044951724835522,0.13369999999999993,0.18769999999999998
3,MoveFirst,3,Ours,3,user_events_20260610_152243_982.tsv,TouchConfirmed,Detail,TouchConfirmed -> Detail,forward,0.7273,0.6255,4,1,0.23044951724835522,0.14389999999999992,0.19219999999999993
3,MoveFirst,3,Ours,3,user_events_20260610_152243_982.tsv,Detail,Browsing,Detail -> Browsing,backward,0.7345,0.649,4,2,0.12216708696836576,0.0006000000000000449,0.11619999999999997
3,MoveFirst,3,Ours,3,user_events_20260610_152243_982.tsv,Browsing,TouchConfirmed,Browsing -> TouchConfirmed,forward,0.9252,0.6381,4,2,0.2126597267088345,0.20710000000000006,-0.023700000000000054
3,MoveFirst,3,Ours,3,user_events_20260610_152243_982.tsv,TouchConfirmed,Detail,TouchConfirmed -> Detail,forward,0.9615,0.7104,7,2,0.2981349862872645,0.24340000000000006,0.04859999999999998
3,MoveFirst,3,Ours,3,user_events_20260610_152243_982.tsv,Detail,Browsing,Detail -> Browsing,backward,0.8456,0.6297,5,1,0.2066797670290271,-0.11649999999999994,-0.08549999999999991
3,MoveFirst,3,Ours,3,user_events_20260610_152243_982.tsv,Browsing,TouchConfirmed,Browsing -> TouchConfirmed,forward,0.8133,0.6466,6,1,0.11509057197126557,-0.10319999999999996,0.050899999999999945
3,MoveFirst,3,Ours,3,user_events_20260610_152243_982.tsv,TouchConfirmed,Detail,TouchConfirmed -> Detail,forward,0.8141,0.6546,8,1,0.11509057197126557,-0.10239999999999994,0.05889999999999995
3,MoveFirst,3,Ours,3,user_events_20260610_152243_982.tsv,Detail,Overview,Detail -> Overview,backward,0.5935,0.1442,1,0,0.0,0.0,0.0
3,MoveFirst,4,Baseline,1,user_events_20260610_152641_898.tsv,Overview,Browsing,Overview -> Browsing,forward,0.4986,0.5043,1,0,0.0,-0.0014000000000000123,0.0042999999999999705
3,MoveFirst,4,Baseline,1,user_events_20260610_152641_898.tsv,Browsing,Overview,Browsing -> Overview,backward,0.3933,0.8565,1,0,0.0,0.0,0.0
3,MoveFirst,4,Baseline,1,user_events_20260610_152641_898.tsv,Overview,Browsing,Overview -> Browsing,forward,0.392,0.8571,3,0,0.0,-0.0012999999999999678,0.0005999999999999339
3,MoveFirst,4,Baseline,1,user_events_20260610_152641_898.tsv,Browsing,Detail,Browsing -> Detail,forward,0.5122,0.3645,1,0,0.0,0.0,0.0
3,MoveFirst,4,Baseline,1,user_events_20260610_152641_898.tsv,Detail,Browsing,Detail -> Browsing,backward,0.5741,0.3282,2,0,0.0029154759474226246,-0.0014999999999999458,0.0025000000000000022
3,MoveFirst,4,Baseline,1,user_events_20260610_152641_898.tsv,Browsing,Detail,Browsing -> Detail,forward,0.5817,0.325,6,0,0.015997234806330616,0.006099999999999994,-0.0006999999999999784
3,MoveFirst,4,Baseline,1,user_events_20260610_152641_898.tsv,Detail,Browsing,Detail -> Browsing,backward,0.5784,0.33,11,0,0.021993551380983783,0.0028000000000000247,0.004300000000000026
3,MoveFirst,4,Baseline,1,user_events_20260610_152641_898.tsv,Browsing,Detail,Browsing -> Detail,forward,0.6059,0.3179,2,0,0.007392563831310473,-0.006399999999999961,0.0037000000000000366
3,MoveFirst,4,Baseline,1,user_events_20260610_152641_898.tsv,Detail,Browsing,Detail -> Browsing,backward,0.5829,0.3962,3,0,0.12087912252484335,-0.023900000000000032,0.07919999999999999
3,MoveFirst,4,Baseline,1,user_events_20260610_152641_898.tsv,Browsing,Detail,Browsing -> Detail,forward,0.5634,0.3806,2,0,0.04882499359958996,-0.03320000000000001,0.0358
3,MoveFirst,4,Baseline,1,user_events_20260610_152641_898.tsv,Detail,Browsing,Detail -> Browsing,backward,0.5519,0.3263,1,0,0.0,0.0017999999999999128,0.008499999999999952
3,MoveFirst,4,Baseline,1,user_events_20260610_152641_898.tsv,Browsing,Detail,Browsing -> Detail,forward,0.4861,0.3009,6,1,0.07803112170792718,-0.033499999999999974,0.0028000000000000247
3,MoveFirst,4,Baseline,1,user_events_20260610_152641_898.tsv,Detail,Browsing,Detail -> Browsing,backward,0.5607,0.3243,2,0,0.0068541957952775135,0.0026999999999999247,-0.006300000000000028
3,MoveFirst,4,Baseline,1,user_events_20260610_152641_898.tsv,Browsing,Detail,Browsing -> Detail,forward,0.4824,0.3098,10,2,0.12095922227319897,0.02360000000000001,-0.04249999999999998
3,MoveFirst,4,Baseline,1,user_events_20260610_152641_898.tsv,Detail,Browsing,Detail -> Browsing,backward,0.542,0.3101,9,0,0.1140739874727428,0.10290000000000005,0.016199999999999992
3,MoveFirst,4,Baseline,1,user_events_20260610_152641_898.tsv,Browsing,Detail,Browsing -> Detail,forward,0.5478,0.3136,11,0,0.11296986066165857,0.10439999999999994,0.019899999999999973
3,MoveFirst,4,Baseline,1,user_events_20260610_152641_898.tsv,Detail,Browsing,Detail -> Browsing,backward,0.5354,0.3169,11,0,0.058841181311407406,0.027000000000000024,0.00940000000000002
3,MoveFirst,4,Baseline,1,user_events_20260610_152641_898.tsv,Browsing,Detail,Browsing -> Detail,forward,0.5435,0.3369,14,0,0.05818770626995336,0.0014999999999999458,0.02679999999999999
3,MoveFirst,4,Baseline,1,user_events_20260610_152641_898.tsv,Detail,Browsing,Detail -> Browsing,backward,0.5658,0.3466,1,0,0.0,0.023299999999999987,0.037400000000000044
3,MoveFirst,4,Baseline,1,user_events_20260610_152641_898.tsv,Browsing,Detail,Browsing -> Detail,forward,0.615,0.3452,8,2,0.16817907187270756,-0.016900000000000026,-0.02749999999999997
3,MoveFirst,4,Baseline,1,user_events_20260610_152641_898.tsv,Detail,Browsing,Detail -> Browsing,backward,0.6488,0.3476,5,0,0.030522123124055445,0.03380000000000005,0.0024000000000000132
3,MoveFirst,4,Baseline,1,user_events_20260610_152641_898.tsv,Browsing,Detail,Browsing -> Detail,forward,0.6254,0.3283,11,0,0.10830312745333441,0.010399999999999965,-0.016900000000000026
3,MoveFirst,4,Baseline,1,user_events_20260610_152641_898.tsv,Detail,Browsing,Detail -> Browsing,backward,0.6394,0.3552,2,0,0.05843842913699854,0.01529999999999998,0.056400000000000006
3,MoveFirst,4,Baseline,1,user_events_20260610_152641_898.tsv,Browsing,Detail,Browsing -> Detail,forward,0.6271,0.3218,3,0,0.026268041419184582,0.019499999999999962,0.01759999999999995
3,MoveFirst,4,Baseline,1,user_events_20260610_152641_898.tsv,Detail,Browsing,Detail -> Browsing,backward,0.6185,0.338,7,0,0.09527031732260605,0.01090000000000002,0.0338
3,MoveFirst,4,Baseline,1,user_events_20260610_152641_898.tsv,Browsing,Detail,Browsing -> Detail,forward,0.6226,0.405,9,0,0.11691605262786682,-0.0044999999999999485,0.08320000000000005
3,MoveFirst,4,Baseline,1,user_events_20260610_152641_898.tsv,Detail,Overview,Detail -> Overview,backward,0.6037,0.8636,0,0,0.0,,
3,MoveFirst,5,Baseline,2,user_events_20260610_152858_170.tsv,Overview,Browsing,Overview -> Browsing,forward,0.5009,0.5054,1,0,0.0,0.0009000000000000119,0.00539999999999996
3,MoveFirst,5,Baseline,2,user_events_20260610_152858_170.tsv,Browsing,Overview,Browsing -> Overview,backward,0.5324,0.9046,4,1,0.4059153558198264,0.032399999999999984,0.40459999999999996
3,MoveFirst,5,Baseline,2,user_events_20260610_152858_170.tsv,Overview,Browsing,Overview -> Browsing,forward,0.5324,0.9047,3,0,0.0,0.0,9.999999999998899e-05
3,MoveFirst,5,Baseline,2,user_events_20260610_152858_170.tsv,Browsing,Overview,Browsing -> Overview,backward,0.532,0.8967,3,1,9.999999999998899e-05,-0.00039999999999995595,-0.007899999999999907
3,MoveFirst,5,Baseline,2,user_events_20260610_152858_170.tsv,Overview,Browsing,Overview -> Browsing,forward,0.5319,0.8967,3,0,0.0,-9.999999999998899e-05,0.0
3,MoveFirst,5,Baseline,2,user_events_20260610_152858_170.tsv,Browsing,Detail,Browsing -> Detail,forward,0.4613,0.3484,2,0,0.0,0.0,0.0
3,MoveFirst,5,Baseline,2,user_events_20260610_152858_170.tsv,Detail,Browsing,Detail -> Browsing,backward,0.4453,0.2938,5,0,0.05448118941432902,-0.016000000000000014,-0.05459999999999998
3,MoveFirst,5,Baseline,2,user_events_20260610_152858_170.tsv,Browsing,Detail,Browsing -> Detail,forward,0.4523,0.2939,10,0,0.07183429850405848,-0.009000000000000008,-0.05449999999999999
3,MoveFirst,5,Baseline,2,user_events_20260610_152858_170.tsv,Detail,Browsing,Detail -> Browsing,backward,0.5224,0.369,2,0,0.0558062720489373,0.007499999999999951,0.055300000000000016
3,MoveFirst,5,Baseline,2,user_events_20260610_152858_170.tsv,Browsing,Detail,Browsing -> Detail,forward,0.5537,0.3559,7,0,0.09271291195275123,0.038799999999999946,0.042200000000000015
3,MoveFirst,5,Baseline,2,user_events_20260610_152858_170.tsv,Detail,Browsing,Detail -> Browsing,backward,0.5635,0.3332,2,0,0.0008485281374238814,0.0006000000000000449,-0.0005999999999999894
3,MoveFirst,5,Baseline,2,user_events_20260610_152858_170.tsv,Browsing,Detail,Browsing -> Detail,forward,0.4874,0.3054,3,0,0.04293122406826992,-0.029700000000000004,-0.030999999999999972
3,MoveFirst,5,Baseline,2,user_events_20260610_152858_170.tsv,Detail,Browsing,Detail -> Browsing,backward,0.5037,0.3323,6,0,0.031453718708453836,0.016300000000000037,0.02689999999999998
