participant,participant_order,participant_session,condition,condition_session,source_file,touch_kind,timestamp_utc,event,mode,candidate_index,selected_index,position,depth,wrong_touch,answered_touch
2,TouchFirst,3,ScreenTouch,3,user_events_20260610_144754_139.tsv,touch_started,2026-06-10 05:49:30.255951900+00:00,touch_started,Detail,1.0,1.0,0.5901,0.3132,True,False
2,TouchFirst,3,ScreenTouch,3,user_events_20260610_144754_139.tsv,touch_started,2026-06-10 05:49:30.433122400+00:00,touch_started,Browsing,1.0,,0.5916,0.3077,True,False
2,TouchFirst,3,ScreenTouch,3,user_events_20260610_144754_139.tsv,touch_started,2026-06-10 05:49:31.704902300+00:00,touch_started,Browsing,2.0,,0.6144,0.3358,True,False
2,TouchFirst,3,ScreenTouch,3,user_events_20260610_144754_139.tsv,touch_started,2026-06-10 05:49:33.629593800+00:00,touch_started,Browsing,3.0,,0.5586,0.3097,True,False
2,TouchFirst,3,ScreenTouch,3,user_events_20260610_144754_139.tsv,touch_started,2026-06-10 05:49:34.542082600+00:00,touch_started,Detail,3.0,3.0,0.518,0.3145,True,False
2,TouchFirst,3,ScreenTouch,3,user_events_20260610_144754_139.tsv,touch_started,2026-06-10 05:49:44.825516400+00:00,touch_started,Browsing,3.0,,0.3407,0.3226,True,False
2,TouchFirst,3,ScreenTouch,3,user_events_20260610_144754_139.tsv,touch_started,2026-06-10 05:49:46.018800500+00:00,touch_started,Browsing,2.0,,0.3351,0.3164,True,False
2,TouchFirst,3,ScreenTouch,3,user_events_20260610_144754_139.tsv,touch_started,2026-06-10 05:49:48.503618100+00:00,touch_started,Browsing,1.0,,0.5357,0.332,True,False
2,TouchFirst,3,ScreenTouch,3,user_events_20260610_144754_139.tsv,touch_started,2026-06-10 05:49:49.037891600+00:00,touch_started,Detail,1.0,1.0,0.575,0.3235,True,False
2,TouchFirst,3,ScreenTouch,3,user_events_20260610_144754_139.tsv,touch_started,2026-06-10 05:49:51.767567900+00:00,touch_started,Browsing,1.0,,0.5991,0.3233,True,False
2,TouchFirst,3,ScreenTouch,3,user_events_20260610_144754_139.tsv,touch_started,2026-06-10 05:49:55.693945700+00:00,touch_started,Browsing,2.0,,0.6112,0.3255,True,False
2,TouchFirst,3,ScreenTouch,3,user_events_20260610_144754_139.tsv,touch_started,2026-06-10 05:49:58.755613+00:00,touch_started,Detail,2.0,2.0,0.5866,0.3817,True,False
2,TouchFirst,3,ScreenTouch,3,user_events_20260610_144754_139.tsv,touch_started,2026-06-10 05:49:59.232647800+00:00,touch_started,Browsing,2.0,,0.6259,0.3686,True,False
2,TouchFirst,3,ScreenTouch,3,user_events_20260610_144754_139.tsv,touch_started,2026-06-10 05:50:02.422707400+00:00,touch_started,Browsing,3.0,,0.6558,0.3255,True,False
2,TouchFirst,3,ScreenTouch,3,user_events_20260610_144754_139.tsv,touch_started,2026-06-10 05:50:03.717875500+00:00,touch_started,Browsing,4.0,,0.6526,0.32,True,False
2,TouchFirst,3,ScreenTouch,3,user_events_20260610_144754_139.tsv,touch_started,2026-06-10 05:50:10.097973300+00:00,touch_started,Browsing,5.0,,0.6064,0.3422,True,False
2,TouchFirst,3,ScreenTouch,3,user_events_20260610_144754_139.tsv,touch_started,2026-06-10 05:50:13.670980200+00:00,touch_started,Detail,5.0,5.0,0.5798,0.319,True,False
2,TouchFirst,3,ScreenTouch,3,user_events_20260610_144754_139.tsv,touch_started,2026-06-10 05:50:14.260163+00:00,touch_started,Browsing,5.0,,0.5335,0.3155,True,False
2,TouchFirst,3,ScreenTouch,3,user_events_20260610_144754_139.tsv,touch_started,2026-06-10 05:50:16.436658900+00:00,touch_started,Detail,5.0,5.0,0.519,0.3143,True,False
2,TouchFirst,3,ScreenTouch,3,user_events_20260610_144754_139.tsv,touch_started,2026-06-10 05:50:16.893270700+00:00,touch_started,Browsing,5.0,,0.5223,0.3123,True,False
2,TouchFirst,3,ScreenTouch,3,user_events_20260610_144754_139.tsv,touch_started,2026-06-10 05:50:17.376356100+00:00,touch_started,Detail,5.0,5.0,0.5152,0.3078,True,False
2,TouchFirst,3,ScreenTouch,3,user_events_20260610_144754_139.tsv,touch_started,2026-06-10 05:50:18.137185700+00:00,touch_started,Browsing,5.0,,0.5157,0.316,True,False
2,TouchFirst,3,ScreenTouch,3,user_events_20260610_144754_139.tsv,touch_started,2026-06-10 05:50:19.947895900+00:00,touch_started,Detail,5.0,5.0,0.5136,0.3075,True,False
2,TouchFirst,3,ScreenTouch,3,user_events_20260610_144754_139.tsv,touch_started,2026-06-10 05:50:21.143940900+00:00,touch_started,Browsing,5.0,,0.4804,0.3248,True,False
2,TouchFirst,3,ScreenTouch,3,user_events_20260610_144754_139.tsv,touch_started,2026-06-10 05:50:21.838514500+00:00,touch_started,Detail,5.0,5.0,0.4818,0.3395,True,False
2,TouchFirst,3,ScreenTouch,3,user_events_20260610_144754_139.tsv,touch_started,2026-06-10 05:50:30.331726+00:00,touch_started,Browsing,5.0,,0.4809,0.3372,True,False
2,TouchFirst,3,ScreenTouch,3,user_events_20260610_144754_139.tsv,touch_started,2026-06-10 05:50:33.158283100+00:00,touch_started,Detail,5.0,5.0,0.4864,0.3435,True,False
2,TouchFirst,3,ScreenTouch,3,user_events_20260610_144754_139.tsv,touch_started,2026-06-10 05:50:35.121804400+00:00,touch_started,Browsing,5.0,,0.4513,0.3465,True,False
2,TouchFirst,3,ScreenTouch,3,user_events_20260610_144754_139.tsv,touch_started,2026-06-10 05:50:37.667703500+00:00,touch_started,Detail,5.0,5.0,0.4528,0.3158,True,False
2,TouchFirst,3,ScreenTouch,3,user_events_20260610_144754_139.tsv,touch_started,2026-06-10 05:50:42.262258300+00:00,touch_started,Browsing,4.0,,0.4109,0.348,True,False
2,TouchFirst,3,ScreenTouch,3,user_events_20260610_144754_139.tsv,touch_started,2026-06-10 05:50:46.182273400+00:00,touch_started,Detail,4.0,4.0,0.4252,0.3361,True,False
2,TouchFirst,3,ScreenTouch,3,user_events_20260610_144754_139.tsv,touch_started,2026-06-10 05:50:50.053188400+00:00,touch_started,Browsing,4.0,,0.4343,0.3469,True,False
2,TouchFirst,3,ScreenTouch,3,user_events_20260610_144754_139.tsv,touch_started,2026-06-10 05:50:50.523435400+00:00,touch_started,Detail,4.0,4.0,0.3912,0.3405,True,False
2,TouchFirst,3,ScreenTouch,3,user_events_20260610_144754_139.tsv,touch_started,2026-06-10 05:50:52.243963800+00:00,touch_started,Browsing,4.0,,0.3961,0.3315,True,False
2,TouchFirst,3,ScreenTouch,3,user_events_20260610_144754_139.tsv,touch_started,2026-06-10 05:50:53.133127300+00:00,touch_started,Detail,4.0,4.0,0.4078,0.317,True,False
2,TouchFirst,3,ScreenTouch,3,user_events_20260610_144754_139.tsv,touch_started,2026-06-10 05:50:54.307589500+00:00,touch_started,Browsing,4.0,,0.4161,0.3179,True,False
2,TouchFirst,3,ScreenTouch,3,user_events_20260610_144754_139.tsv,touch_started,2026-06-10 05:50:55.534009700+00:00,touch_started,Detail,4.0,4.0,0.4078,0.3249,True,False
2,TouchFirst,3,ScreenTouch,3,user_events_20260610_144754_139.tsv,touch_started,2026-06-10 05:51:00.369183400+00:00,touch_started,Browsing,4.0,,0.3681,0.3092,True,False
2,TouchFirst,3,ScreenTouch,3,user_events_20260610_144754_139.tsv,touch_started,2026-06-10 05:51:01.291691100+00:00,touch_started,Browsing,3.0,,0.3773,0.3063,True,False
2,TouchFirst,3,ScreenTouch,3,user_events_20260610_144754_139.tsv,touch_started,2026-06-10 05:51:07.986675800+00:00,touch_started,Browsing,3.0,,0.5769,0.309,True,False
2,TouchFirst,3,ScreenTouch,3,user_events_20260610_144754_139.tsv,touch_started,2026-06-10 05:51:08.893840600+00:00,touch_started,Browsing,4.0,,0.5782,0.3216,True,False
2,TouchFirst,3,ScreenTouch,3,user_events_20260610_144754_139.tsv,touch_started,2026-06-10 05:51:11.680394500+00:00,touch_started,Browsing,5.0,,0.588,0.3189,True,False
2,TouchFirst,3,ScreenTouch,3,user_events_20260610_144754_139.tsv,touch_started,2026-06-10 05:51:14.237591+00:00,touch_started,Detail,5.0,5.0,0.6156,0.3122,True,False
2,TouchFirst,3,ScreenTouch,3,user_events_20260610_144754_139.tsv,touch_started,2026-06-10 05:51:15.927396500+00:00,touch_started,Browsing,5.0,,0.6925,0.3133,True,False
2,TouchFirst,3,ScreenTouch,3,user_events_20260610_144754_139.tsv,touch_started,2026-06-10 05:51:18.141392200+00:00,touch_started,Browsing,6.0,,0.6873,0.3057,True,False
2,TouchFirst,3,ScreenTouch,3,user_events_20260610_144754_139.tsv,touch_started,2026-06-10 05:51:19.819431+00:00,touch_started,Browsing,7.0,,0.669,0.3005,False,True
2,TouchFirst,3,ScreenTouch,3,user_events_20260610_144754_139.tsv,selection_confirmed,2026-06-10 05:48:16.654153+00:00,selection_confirmed,Browsing,6.0,6.0,0.6153,0.305,False,True
2,TouchFirst,3,ScreenTouch,3,user_events_20260610_144754_139.tsv,selection_confirmed,2026-06-10 05:48:31.329310600+00:00,selection_confirmed,Browsing,6.0,6.0,0.5599,0.2984,True,False
2,TouchFirst,3,ScreenTouch,3,user_events_20260610_144754_139.tsv,selection_confirmed,2026-06-10 05:48:39.085543+00:00,selection_confirmed,Browsing,4.0,4.0,0.4824,0.3283,True,False
2,TouchFirst,3,ScreenTouch,3,user_events_20260610_144754_139.tsv,selection_confirmed,2026-06-10 05:48:41.618555+00:00,selection_confirmed,Browsing,4.0,4.0,0.4924,0.3369,True,False
2,TouchFirst,3,ScreenTouch,3,user_events_20260610_144754_139.tsv,selection_confirmed,2026-06-10 05:48:43.685269100+00:00,selection_confirmed,Browsing,4.0,4.0,0.473,0.3335,True,False
2,TouchFirst,3,ScreenTouch,3,user_events_20260610_144754_139.tsv,selection_confirmed,2026-06-10 05:48:47.609603600+00:00,selection_confirmed,Browsing,4.0,4.0,0.4735,0.3348,True,False
2,TouchFirst,3,ScreenTouch,3,user_events_20260610_144754_139.tsv,selection_confirmed,2026-06-10 05:48:49.830120300+00:00,selection_confirmed,Browsing,4.0,4.0,0.4696,0.3273,True,False
2,TouchFirst,3,ScreenTouch,3,user_events_20260610_144754_139.tsv,selection_confirmed,2026-06-10 05:49:01.705104500+00:00,selection_confirmed,Browsing,1.0,1.0,0.526,0.3249,True,False
2,TouchFirst,3,ScreenTouch,3,user_events_20260610_144754_139.tsv,selection_confirmed,2026-06-10 05:49:03.945810700+00:00,selection_confirmed,Browsing,1.0,1.0,0.5273,0.3277,True,False
2,TouchFirst,3,ScreenTouch,3,user_events_20260610_144754_139.tsv,selection_confirmed,2026-06-10 05:49:08.938979100+00:00,selection_confirmed,Browsing,3.0,3.0,0.526,0.3187,True,False
2,TouchFirst,3,ScreenTouch,3,user_events_20260610_144754_139.tsv,selection_confirmed,2026-06-10 05:49:11.415090700+00:00,selection_confirmed,Browsing,3.0,3.0,0.5139,0.3075,True,False
2,TouchFirst,3,ScreenTouch,3,user_events_20260610_144754_139.tsv,selection_confirmed,2026-06-10 05:49:15.805840200+00:00,selection_confirmed,Browsing,3.0,3.0,0.4132,0.3312,True,False
2,TouchFirst,3,ScreenTouch,3,user_events_20260610_144754_139.tsv,selection_confirmed,2026-06-10 05:49:18.769018700+00:00,selection_confirmed,Browsing,3.0,3.0,0.4214,0.3204,True,False
2,TouchFirst,3,ScreenTouch,3,user_events_20260610_144754_139.tsv,selection_confirmed,2026-06-10 05:49:21.975926200+00:00,selection_confirmed,Browsing,3.0,3.0,0.4009,0.3113,True,False
2,TouchFirst,3,ScreenTouch,3,user_events_20260610_144754_139.tsv,selection_confirmed,2026-06-10 05:49:29.191299900+00:00,selection_confirmed,Browsing,1.0,1.0,0.5064,0.3061,True,False
2,TouchFirst,3,ScreenTouch,3,user_events_20260610_144754_139.tsv,selection_confirmed,2026-06-10 05:49:33.630594200+00:00,selection_confirmed,Browsing,3.0,3.0,0.5586,0.3097,True,False
2,TouchFirst,3,ScreenTouch,3,user_events_20260610_144754_139.tsv,selection_confirmed,2026-06-10 05:49:48.504122800+00:00,selection_confirmed,Browsing,1.0,1.0,0.5357,0.332,True,False
2,TouchFirst,3,ScreenTouch,3,user_events_20260610_144754_139.tsv,selection_confirmed,2026-06-10 05:49:55.694951500+00:00,selection_confirmed,Browsing,2.0,2.0,0.6112,0.3255,True,False
2,TouchFirst,3,ScreenTouch,3,user_events_20260610_144754_139.tsv,selection_confirmed,2026-06-10 05:50:10.099495200+00:00,selection_confirmed,Browsing,5.0,5.0,0.6064,0.3422,True,False
2,TouchFirst,3,ScreenTouch,3,user_events_20260610_144754_139.tsv,selection_confirmed,2026-06-10 05:50:14.261166700+00:00,selection_confirmed,Browsing,5.0,5.0,0.5335,0.3155,True,False
2,TouchFirst,3,ScreenTouch,3,user_events_20260610_144754_139.tsv,selection_confirmed,2026-06-10 05:50:16.894278200+00:00,selection_confirmed,Browsing,5.0,5.0,0.5223,0.3123,True,False
2,TouchFirst,3,ScreenTouch,3,user_events_20260610_144754_139.tsv,selection_confirmed,2026-06-10 05:50:18.137185700+00:00,selection_confirmed,Browsing,5.0,5.0,0.5157,0.316,True,False
2,TouchFirst,3,ScreenTouch,3,user_events_20260610_144754_139.tsv,selection_confirmed,2026-06-10 05:50:21.145382600+00:00,selection_confirmed,Browsing,5.0,5.0,0.4804,0.3248,True,False
2,TouchFirst,3,ScreenTouch,3,user_events_20260610_144754_139.tsv,selection_confirmed,2026-06-10 05:50:30.332725100+00:00,selection_confirmed,Browsing,5.0,5.0,0.4809,0.3372,True,False
2,TouchFirst,3,ScreenTouch,3,user_events_20260610_144754_139.tsv,selection_confirmed,2026-06-10 05:50:35.123309500+00:00,selection_confirmed,Browsing,5.0,5.0,0.4513,0.3465,True,False
2,TouchFirst,3,ScreenTouch,3,user_events_20260610_144754_139.tsv,selection_confirmed,2026-06-10 05:50:42.263265900+00:00,selection_confirmed,Browsing,4.0,4.0,0.4109,0.348,True,False
2,TouchFirst,3,ScreenTouch,3,user_events_20260610_144754_139.tsv,selection_confirmed,2026-06-10 05:50:50.053188400+00:00,selection_confirmed,Browsing,4.0,4.0,0.4343,0.3469,True,False
2,TouchFirst,3,ScreenTouch,3,user_events_20260610_144754_139.tsv,selection_confirmed,2026-06-10 05:50:52.244963300+00:00,selection_confirmed,Browsing,4.0,4.0,0.3961,0.3315,True,False
2,TouchFirst,3,ScreenTouch,3,user_events_20260610_144754_139.tsv,selection_confirmed,2026-06-10 05:50:54.307589500+00:00,selection_confirmed,Browsing,4.0,4.0,0.4161,0.3179,True,False
2,TouchFirst,3,ScreenTouch,3,user_events_20260610_144754_139.tsv,selection_confirmed,2026-06-10 05:51:11.681901700+00:00,selection_confirmed,Browsing,5.0,5.0,0.588,0.3189,True,False
2,TouchFirst,3,ScreenTouch,3,user_events_20260610_144754_139.tsv,selection_confirmed,2026-06-10 05:51:19.820437400+00:00,selection_confirmed,Browsing,7.0,7.0,0.669,0.3005,False,True
2,TouchFirst,4,MoveDistance,1,user_events_20260610_145432_576.tsv,touch_started,2026-06-10 05:54:55.622848100+00:00,touch_started,Browsing,6.0,,0.8167,0.5946,True,False
2,TouchFirst,4,MoveDistance,1,user_events_20260610_145432_576.tsv,touch_started,2026-06-10 05:55:00.213235200+00:00,touch_started,Detail,6.0,6.0,0.8806,0.5899,True,False
2,TouchFirst,4,MoveDistance,1,user_events_20260610_145432_576.tsv,touch_started,2026-06-10 05:55:11.989357800+00:00,touch_started,Browsing,6.0,,0.7848,0.5944,False,True
2,TouchFirst,4,MoveDistance,1,user_events_20260610_145432_576.tsv,touch_started,2026-06-10 05:55:17.915436200+00:00,touch_started,Detail,5.0,6.0,0.7002,0.5834,True,False
2,TouchFirst,4,MoveDistance,1,user_events_20260610_145432_576.tsv,touch_started,2026-06-10 05:55:22.409640+00:00,touch_started,Browsing,5.0,,0.7089,0.6329,False,True
2,TouchFirst,4,MoveDistance,1,user_events_20260610_145432_576.tsv,selection_confirmed,2026-06-10 05:54:55.622848100+00:00,selection_confirmed,Browsing,6.0,6.0,0.8167,0.5946,True,False
2,TouchFirst,4,MoveDistance,1,user_events_20260610_145432_576.tsv,selection_confirmed,2026-06-10 05:55:11.990364+00:00,selection_confirmed,Browsing,6.0,6.0,0.7848,0.5944,False,True
2,TouchFirst,4,MoveDistance,1,user_events_20260610_145432_576.tsv,selection_confirmed,2026-06-10 05:55:22.409640+00:00,selection_confirmed,Browsing,5.0,5.0,0.7089,0.6329,False,True
2,TouchFirst,5,MoveDistance,2,user_events_20260610_145538_801.tsv,touch_started,2026-06-10 05:55:48.535680700+00:00,touch_started,Browsing,3.0,,0.292,0.6302,False,True
2,TouchFirst,5,MoveDistance,2,user_events_20260610_145538_801.tsv,touch_started,2026-06-10 05:55:54.735066300+00:00,touch_started,Detail,5.0,3.0,0.619,0.5941,True,False
2,TouchFirst,5,MoveDistance,2,user_events_20260610_145538_801.tsv,touch_started,2026-06-10 05:56:04.034780100+00:00,touch_started,Browsing,4.0,,0.5637,0.668,False,True
2,TouchFirst,5,MoveDistance,2,user_events_20260610_145538_801.tsv,selection_confirmed,2026-06-10 05:55:48.537202300+00:00,selection_confirmed,Browsing,3.0,3.0,0.292,0.6302,False,True
2,TouchFirst,5,MoveDistance,2,user_events_20260610_145538_801.tsv,selection_confirmed,2026-06-10 05:56:04.034780100+00:00,selection_confirmed,Browsing,4.0,4.0,0.5637,0.668,False,True
2,TouchFirst,6,MoveDistance,3,user_events_20260610_145619_786.tsv,touch_started,2026-06-10 05:56:31.003232300+00:00,touch_started,Browsing,3.0,,0.2877,0.6272,True,False
2,TouchFirst,6,MoveDistance,3,user_events_20260610_145619_786.tsv,touch_started,2026-06-10 05:56:37.447223300+00:00,touch_started,Detail,3.0,3.0,0.3856,0.626,True,False
2,TouchFirst,6,MoveDistance,3,user_events_20260610_145619_786.tsv,touch_started,2026-06-10 05:56:40.916242900+00:00,touch_started,Browsing,2.0,,0.2314,0.6625,False,True
2,TouchFirst,6,MoveDistance,3,user_events_20260610_145619_786.tsv,touch_started,2026-06-10 05:56:47.265828700+00:00,touch_started,Detail,4.0,2.0,0.4726,0.6206,True,False
2,TouchFirst,6,MoveDistance,3,user_events_20260610_145619_786.tsv,touch_started,2026-06-10 05:56:48.658244500+00:00,touch_started,Browsing,4.0,,0.498,0.6152,False,True
2,TouchFirst,6,MoveDistance,3,user_events_20260610_145619_786.tsv,selection_confirmed,2026-06-10 05:56:31.003737400+00:00,selection_confirmed,Browsing,3.0,3.0,0.2877,0.6272,True,False
2,TouchFirst,6,MoveDistance,3,user_events_20260610_145619_786.tsv,selection_confirmed,2026-06-10 05:56:40.918242800+00:00,selection_confirmed,Browsing,2.0,2.0,0.2314,0.6625,False,True
2,TouchFirst,6,MoveDistance,3,user_events_20260610_145619_786.tsv,selection_confirmed,2026-06-10 05:56:48.658244500+00:00,selection_confirmed,Browsing,4.0,4.0,0.498,0.6152,False,True
3,MoveFirst,1,MoveDistance,1,user_events_20260610_151932_608.tsv,touch_started,2026-06-10 06:20:30.570791800+00:00,touch_started,Browsing,2.0,,0.1459,0.6182,True,False
3,MoveFirst,1,MoveDistance,1,user_events_20260610_151932_608.tsv,touch_started,2026-06-10 06:20:31.048298700+00:00,touch_started,Detail,2.0,2.0,0.1521,0.6408,True,False
3,MoveFirst,1,MoveDistance,1,user_events_20260610_151932_608.tsv,touch_started,2026-06-10 06:20:32.517731600+00:00,touch_started,Browsing,2.0,,0.2,0.6595,False,True
3,MoveFirst,1,MoveDistance,1,user_events_20260610_151932_608.tsv,touch_started,2026-06-10 06:20:51.721676100+00:00,touch_started,Detail,4.0,2.0,0.4623,0.6071,True,False
3,MoveFirst,1,MoveDistance,1,user_events_20260610_151932_608.tsv,touch_started,2026-06-10 06:21:04.407755900+00:00,touch_started,Browsing,5.0,,0.6367,0.6087,False,True
3,MoveFirst,1,MoveDistance,1,user_events_20260610_151932_608.tsv,selection_confirmed,2026-06-10 06:20:30.570791800+00:00,selection_confirmed,Browsing,2.0,2.0,0.1459,0.6182,True,False
3,MoveFirst,1,MoveDistance,1,user_events_20260610_151932_608.tsv,selection_confirmed,2026-06-10 06:20:32.518730400+00:00,selection_confirmed,Browsing,2.0,2.0,0.2,0.6595,False,True
3,MoveFirst,1,MoveDistance,1,user_events_20260610_151932_608.tsv,selection_confirmed,2026-06-10 06:21:04.408261200+00:00,selection_confirmed,Browsing,5.0,5.0,0.6367,0.6087,False,True
3,MoveFirst,2,MoveDistance,2,user_events_20260610_152122_594.tsv,touch_started,2026-06-10 06:21:48.017854500+00:00,touch_started,Browsing,2.0,,0.1141,0.6486,False,True
3,MoveFirst,2,MoveDistance,2,user_events_20260610_152122_594.tsv,touch_started,2026-06-10 06:21:56.303472200+00:00,touch_started,Detail,4.0,2.0,0.4602,0.5704,True,False
3,MoveFirst,2,MoveDistance,2,user_events_20260610_152122_594.tsv,touch_started,2026-06-10 06:22:01.177460100+00:00,touch_started,Browsing,5.0,,0.6574,0.6484,True,False
3,MoveFirst,2,MoveDistance,2,user_events_20260610_152122_594.tsv,touch_started,2026-06-10 06:22:08.804162500+00:00,touch_started,Detail,5.0,5.0,0.7145,0.6212,True,False
3,MoveFirst,2,MoveDistance,2,user_events_20260610_152122_594.tsv,touch_started,2026-06-10 06:22:26.138324300+00:00,touch_started,Browsing,7.0,,0.9977,0.6256,False,True
3,MoveFirst,2,MoveDistance,2,user_events_20260610_152122_594.tsv,selection_confirmed,2026-06-10 06:21:48.017854500+00:00,selection_confirmed,Browsing,2.0,2.0,0.1141,0.6486,False,True
3,MoveFirst,2,MoveDistance,2,user_events_20260610_152122_594.tsv,selection_confirmed,2026-06-10 06:22:01.178462100+00:00,selection_confirmed,Browsing,5.0,5.0,0.6574,0.6484,True,False
3,MoveFirst,2,MoveDistance,2,user_events_20260610_152122_594.tsv,selection_confirmed,2026-06-10 06:22:26.138324300+00:00,selection_confirmed,Browsing,7.0,7.0,0.9977,0.6256,False,True
3,MoveFirst,3,MoveDistance,3,user_events_20260610_152243_982.tsv,touch_started,2026-06-10 06:23:02.485095300+00:00,touch_started,Browsing,5.0,,0.7171,0.621,False,True
3,MoveFirst,3,MoveDistance,3,user_events_20260610_152243_982.tsv,touch_started,2026-06-10 06:23:07.896010600+00:00,touch_started,Detail,5.0,5.0,0.7345,0.649,True,False
3,MoveFirst,3,MoveDistance,3,user_events_20260610_152243_982.tsv,touch_started,2026-06-10 06:23:10.951197200+00:00,touch_started,Browsing,7.0,,0.9252,0.6381,True,False
3,MoveFirst,3,MoveDistance,3,user_events_20260610_152243_982.tsv,touch_started,2026-06-10 06:23:14.049661900+00:00,touch_started,Detail,6.0,7.0,0.8456,0.6297,True,False
3,MoveFirst,3,MoveDistance,3,user_events_20260610_152243_982.tsv,touch_started,2026-06-10 06:23:15.442267800+00:00,touch_started,Browsing,6.0,,0.8133,0.6466,False,True
3,MoveFirst,3,MoveDistance,3,user_events_20260610_152243_982.tsv,selection_confirmed,2026-06-10 06:23:02.485599300+00:00,selection_confirmed,Browsing,5.0,5.0,0.7171,0.621,False,True
3,MoveFirst,3,MoveDistance,3,user_events_20260610_152243_982.tsv,selection_confirmed,2026-06-10 06:23:10.952195900+00:00,selection_confirmed,Browsing,7.0,7.0,0.9252,0.6381,True,False
3,MoveFirst,3,MoveDistance,3,user_events_20260610_152243_982.tsv,selection_confirmed,2026-06-10 06:23:15.443275500+00:00,selection_confirmed,Browsing,6.0,6.0,0.8133,0.6466,False,True
3,MoveFirst,4,ScreenTouch,1,user_events_20260610_152641_898.tsv,touch_started,2026-06-10 06:27:03.167009900+00:00,touch_started,Browsing,3.0,,0.5122,0.3645,True,False
3,MoveFirst,4,ScreenTouch,1,user_events_20260610_152641_898.tsv,touch_started,2026-06-10 06:27:10.301790200+00:00,touch_started,Detail,3.0,3.0,0.5741,0.3282,True,False
3,MoveFirst,4,ScreenTouch,1,user_events_20260610_152641_898.tsv,touch_started,2026-06-10 06:27:11.289532200+00:00,touch_started,Browsing,3.0,,0.5817,0.325,True,False
3,MoveFirst,4,ScreenTouch,1,user_events_20260610_152641_898.tsv,touch_started,2026-06-10 06:27:12.460846500+00:00,touch_started,Detail,3.0,3.0,0.5784,0.33,True,False
3,MoveFirst,4,ScreenTouch,1,user_events_20260610_152641_898.tsv,touch_started,2026-06-10 06:27:16.725070900+00:00,touch_started,Browsing,3.0,,0.5872,0.3672,True,False
3,MoveFirst,4,ScreenTouch,1,user_events_20260610_152641_898.tsv,touch_started,2026-06-10 06:27:20.698732+00:00,touch_started,Browsing,4.0,,0.6059,0.3179,False,True
3,MoveFirst,4,ScreenTouch,1,user_events_20260610_152641_898.tsv,touch_started,2026-06-10 06:27:24.197212+00:00,touch_started,Detail,4.0,4.0,0.5829,0.3962,True,False
3,MoveFirst,4,ScreenTouch,1,user_events_20260610_152641_898.tsv,touch_started,2026-06-10 06:27:27.824751700+00:00,touch_started,Browsing,4.0,,0.5634,0.3806,True,False
3,MoveFirst,4,ScreenTouch,1,user_events_20260610_152641_898.tsv,touch_started,2026-06-10 06:27:33.805296100+00:00,touch_started,Detail,4.0,4.0,0.5519,0.3263,True,False
3,MoveFirst,4,ScreenTouch,1,user_events_20260610_152641_898.tsv,touch_started,2026-06-10 06:27:37.663409200+00:00,touch_started,Browsing,4.0,,0.4784,0.3139,True,False
3,MoveFirst,4,ScreenTouch,1,user_events_20260610_152641_898.tsv,touch_started,2026-06-10 06:27:39.702151+00:00,touch_started,Browsing,3.0,,0.4861,0.3009,True,False
3,MoveFirst,4,ScreenTouch,1,user_events_20260610_152641_898.tsv,touch_started,2026-06-10 06:27:50.503865500+00:00,touch_started,Detail,3.0,3.0,0.5607,0.3243,True,False
3,MoveFirst,4,ScreenTouch,1,user_events_20260610_152641_898.tsv,touch_started,2026-06-10 06:28:00.216363200+00:00,touch_started,Browsing,3.0,,0.4588,0.3523,True,False
3,MoveFirst,4,ScreenTouch,1,user_events_20260610_152641_898.tsv,touch_started,2026-06-10 06:28:00.955568300+00:00,touch_started,Browsing,2.0,,0.4381,0.2918,True,False
3,MoveFirst,4,ScreenTouch,1,user_events_20260610_152641_898.tsv,touch_started,2026-06-10 06:28:01.481931100+00:00,touch_started,Browsing,1.0,,0.4472,0.2928,True,False
3,MoveFirst,4,ScreenTouch,1,user_events_20260610_152641_898.tsv,touch_started,2026-06-10 06:28:02.888419+00:00,touch_started,Browsing,1.0,,0.4824,0.3098,True,False
3,MoveFirst,4,ScreenTouch,1,user_events_20260610_152641_898.tsv,touch_started,2026-06-10 06:28:04.030262600+00:00,touch_started,Detail,1.0,1.0,0.542,0.3101,True,False
3,MoveFirst,4,ScreenTouch,1,user_events_20260610_152641_898.tsv,touch_started,2026-06-10 06:28:04.806036+00:00,touch_started,Browsing,1.0,,0.5478,0.3136,True,False
3,MoveFirst,4,ScreenTouch,1,user_events_20260610_152641_898.tsv,touch_started,2026-06-10 06:28:06.220953400+00:00,touch_started,Detail,1.0,1.0,0.5354,0.3169,True,False
3,MoveFirst,4,ScreenTouch,1,user_events_20260610_152641_898.tsv,touch_started,2026-06-10 06:28:06.959615300+00:00,touch_started,Browsing,1.0,,0.5435,0.3369,True,False
3,MoveFirst,4,ScreenTouch,1,user_events_20260610_152641_898.tsv,touch_started,2026-06-10 06:28:11.503946700+00:00,touch_started,Detail,1.0,1.0,0.5658,0.3466,True,False
3,MoveFirst,4,ScreenTouch,1,user_events_20260610_152641_898.tsv,touch_started,2026-06-10 06:28:12.553442800+00:00,touch_started,Browsing,1.0,,0.6117,0.3129,True,False
3,MoveFirst,4,ScreenTouch,1,user_events_20260610_152641_898.tsv,touch_started,2026-06-10 06:28:13.309974700+00:00,touch_started,Browsing,2.0,,0.6137,0.3223,True,False
